epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,821.897,0.59716,0.00563,0.00444,0.37902,0.89366,0.94276,0.93195,0.96666,0.81514,0.10066,0.11022,0.02343,0.01909,0.74643,0.25256,0.01874,0.45735,0.99599,0.00972466,0.00972466,0.00972466
18,870.405,0.59159,0.00533,0.00425,0.37257,0.89289,0.93101,0.90833,0.95856,0.81846,0.08858,0.10834,0.02328,0.01939,0.72168,0.20557,0.08341,0.47304,0.96366,0.00968955,0.00968955,0.00968955
19,919.981,0.58919,0.00521,0.00384,0.37331,0.89521,0.89848,0.92564,0.95194,0.80112,0.10101,0.12094,0.02606,0.02032,0.77765,0.21355,0.0609,0.47994,1.002,0.00965239,0.00965239,0.00965239
20,968.826,0.58655,0.00559,0.0038,0.37117,0.8893,0.93087,0.9174,0.96981,0.82723,0.09801,0.1188,0.02792,0.0236,0.7246,0.19016,0.01942,0.43724,0.94371,0.00961322,0.00961322,0.00961322
21,1019.15,0.57749,0.00483,0.00394,0.36385,0.88705,0.94384,0.93741,0.97411,0.82601,0.10625,0.1196,0.02822,0.02394,0.74288,0.20867,0.0151,0.41902,0.96284,0.00957205,0.00957205,0.00957205
22,1066.13,0.56704,0.00501,0.00374,0.35728,0.8852,0.94082,0.90829,0.95909,0.82804,0.0858,0.09778,0.02753,0.02363,0.71502,0.23383,0.0431,0.48036,0.94812,0.00952889,0.00952889,0.00952889
23,1114.86,0.5649,0.00426,0.00321,0.3571,0.88613,0.9245,0.85707,0.91982,0.8041,0.06913,0.08581,0.02313,0.01513,0.77663,0.35065,0.13606,0.57509,1.05147,0.00948377,0.00948377,0.00948377
24,1162.67,0.56322,0.00478,0.00411,0.35333,0.88228,0.92106,0.91606,0.95022,0.82232,0.10176,0.11639,0.02776,0.02127,0.7097,0.22641,0.13072,0.45723,0.98143,0.00943671,0.00943671,0.00943671
25,1206.08,0.55583,0.00508,0.00372,0.35159,0.88077,0.9249,0.90488,0.94958,0.8216,0.09077,0.10829,0.02873,0.02272,0.70159,0.23902,0.10399,0.46814,0.96349,0.00938772,0.00938772,0.00938772
26,1252.19,0.56077,0.0045,0.00383,0.35089,0.88234,0.94931,0.91403,0.95638,0.82132,0.08096,0.09413,0.02792,0.0226,0.75068,0.27484,0.03519,0.44419,1.00236,0.00933683,0.00933683,0.00933683
27,1299.18,0.55327,0.00506,0.00357,0.3461,0.87978,0.92485,0.90424,0.94721,0.83016,0.09426,0.11209,0.03317,0.02379,0.72196,0.30147,0.14931,0.44689,0.99955,0.00928405,0.00928405,0.00928405
28,1344.75,0.54967,0.00434,0.00334,0.34591,0.87951,0.96175,0.9441,0.98109,0.85012,0.11034,0.12094,0.03486,0.03048,0.69198,0.17238,0.01392,0.376,0.94403,0.00922942,0.00922942,0.00922942
29,1389.77,0.54611,0.00446,0.00333,0.34331,0.87773,0.9529,0.93861,0.97468,0.84428,0.10784,0.1255,0.03189,0.02723,0.68587,0.19113,0.02106,0.38034,0.9461,0.00917296,0.00917296,0.00917296
30,1440.72,0.54114,0.00412,0.00348,0.34185,0.87739,0.9549,0.91976,0.96329,0.84246,0.09632,0.10941,0.02845,0.02327,0.67768,0.22916,0.05081,0.41647,0.95247,0.00911469,0.00911469,0.00911469
31,1491.28,0.54593,0.00415,0.00331,0.34082,0.87952,0.94887,0.92575,0.95822,0.83183,0.09558,0.10995,0.02501,0.02001,0.70394,0.26227,0.0736,0.43321,0.95995,0.00905463,0.00905463,0.00905463
32,1541.65,0.54579,0.00514,0.00392,0.34341,0.87902,0.94026,0.93644,0.97003,0.83397,0.10368,0.11397,0.03358,0.02677,0.71857,0.25477,0.01831,0.39845,0.95809,0.00899282,0.00899282,0.00899282
33,1592.17,0.53355,0.00364,0.00308,0.33465,0.87376,0.94993,0.93611,0.97069,0.84631,0.09461,0.10861,0.03137,0.02678,0.68354,0.22896,0.02595,0.39238,0.93186,0.00892928,0.00892928,0.00892928
34,1642.73,0.53269,0.0037,0.00283,0.33369,0.875,0.95248,0.94061,0.97384,0.85363,0.10817,0.12068,0.03479,0.03032,0.66317,0.15195,0.02785,0.38237,0.93467,0.00886404,0.00886404,0.00886404
35,1697.77,0.52704,0.00421,0.00324,0.33264,0.87307,0.95236,0.9343,0.97694,0.85382,0.10302,0.11585,0.0321,0.02744,0.66155,0.20026,0.01905,0.38258,0.92947,0.00879713,0.00879713,0.00879713
36,1754.43,0.52905,0.00396,0.00312,0.3322,0.87305,0.95947,0.94593,0.97914,0.85292,0.10675,0.11746,0.03647,0.03198,0.68109,0.2306,0.02052,0.36874,0.93495,0.00872857,0.00872857,0.00872857
37,1810.47,0.52604,0.003,0.00288,0.3315,0.87305,0.96461,0.93567,0.97762,0.85441,0.10804,0.11826,0.03718,0.03203,0.66471,0.17916,0.02647,0.37413,0.91631,0.00865839,0.00865839,0.00865839
38,1865.79,0.51725,0.00369,0.00306,0.32685,0.87096,0.94864,0.94111,0.97259,0.85967,0.10873,0.12121,0.03833,0.03389,0.64769,0.14612,0.03359,0.37539,0.92011,0.00858664,0.00858664,0.00858664
39,1921.39,0.51917,0.00368,0.00271,0.32667,0.87027,0.9593,0.92464,0.96807,0.8491,0.09662,0.10914,0.03099,0.02537,0.6601,0.25843,0.04229,0.38493,0.92896,0.00851333,0.00851333,0.00851333
40,1976.63,0.51584,0.00371,0.003,0.32271,0.87045,0.95598,0.92603,0.97194,0.84985,0.10116,0.11263,0.03561,0.02957,0.67977,0.19316,0.02678,0.3922,0.93694,0.00843851,0.00843851,0.00843851
41,2032.65,0.51539,0.0035,0.00254,0.32381,0.86982,0.94907,0.9345,0.97089,0.85362,0.10668,0.11987,0.03463,0.02967,0.66946,0.17355,0.04998,0.37184,0.94334,0.0083622,0.0083622,0.0083622
42,2088.58,0.51459,0.00293,0.00218,0.32185,0.8695,0.95281,0.93135,0.96831,0.84883,0.10382,0.11156,0.03247,0.02782,0.67896,0.20586,0.04821,0.38955,0.93938,0.00828443,0.00828443,0.00828443
43,2145.06,0.50952,0.00322,0.00248,0.32186,0.86856,0.9632,0.93457,0.97211,0.85573,0.10771,0.11692,0.03451,0.03,0.67018,0.15897,0.02066,0.36644,0.94197,0.00820525,0.00820525,0.00820525
44,2200.81,0.50681,0.00371,0.00268,0.31727,0.86725,0.95187,0.93189,0.97087,0.85471,0.10366,0.11719,0.03408,0.03,0.66713,0.16578,0.02084,0.38142,0.92278,0.00812468,0.00812468,0.00812468
45,2256.94,0.50556,0.00443,0.00301,0.31773,0.86822,0.9601,0.94209,0.9768,0.86083,0.1131,0.12014,0.03955,0.03526,0.66001,0.14189,0.01907,0.36388,0.92803,0.00804277,0.00804277,0.00804277
46,2313.11,0.5031,0.00297,0.00235,0.31677,0.86992,0.96613,0.93993,0.97422,0.86173,0.10322,0.11183,0.03395,0.02948,0.64378,0.18568,0.0348,0.36429,0.92249,0.00795954,0.00795954,0.00795954
47,2369.79,0.50293,0.00306,0.00253,0.31776,0.86631,0.96157,0.93644,0.97165,0.85806,0.10692,0.11719,0.03265,0.0288,0.6398,0.13426,0.03606,0.37022,0.927,0.00787503,0.00787503,0.00787503
48,2425.09,0.50144,0.00383,0.00284,0.31416,0.86505,0.96718,0.93832,0.97344,0.85914,0.10789,0.11692,0.0338,0.02886,0.64923,0.17278,0.03844,0.36289,0.92987,0.00778929,0.00778929,0.00778929
49,2480.28,0.49915,0.00377,0.00293,0.31296,0.86628,0.95335,0.93189,0.96795,0.85783,0.09823,0.10968,0.03494,0.02986,0.6717,0.19732,0.0531,0.38503,0.94436,0.00770234,0.00770234,0.00770234
50,2535.2,0.49907,0.00371,0.00254,0.31204,0.86676,0.96063,0.94214,0.9745,0.86204,0.10492,0.11612,0.03678,0.03273,0.65826,0.15982,0.03212,0.3626,0.9303,0.00761423,0.00761423,0.00761423
51,2589.97,0.49688,0.00297,0.00213,0.31016,0.8643,0.96588,0.94476,0.97831,0.86719,0.11074,0.11853,0.03997,0.03626,0.64625,0.13403,0.0141,0.3512,0.91404,0.007525,0.007525,0.007525
52,2644.37,0.49687,0.00279,0.00257,0.31076,0.86573,0.95582,0.95158,0.97905,0.86647,0.11392,0.12175,0.03856,0.03476,0.64484,0.13141,0.0199,0.34813,0.91437,0.00743468,0.00743468,0.00743468
53,2698.54,0.49423,0.00272,0.00206,0.31066,0.8644,0.96616,0.9469,0.98071,0.8685,0.1133,0.11853,0.03994,0.03627,0.6448,0.12304,0.01305,0.34306,0.9106,0.00734332,0.00734332,0.00734332
54,2752.46,0.48947,0.00306,0.00219,0.30762,0.86309,0.9632,0.94042,0.97624,0.86405,0.11146,0.12255,0.03865,0.03496,0.66983,0.13487,0.01759,0.34413,0.93606,0.00725094,0.00725094,0.00725094
55,2806.79,0.48816,0.00307,0.0024,0.30536,0.86253,0.96366,0.93858,0.9726,0.86225,0.10797,0.11746,0.03611,0.03154,0.65388,0.16532,0.05704,0.3535,0.92883,0.00715761,0.00715761,0.00715761
56,2860.77,0.48948,0.00314,0.00227,0.30575,0.86304,0.95682,0.93671,0.96904,0.86105,0.10908,0.11799,0.03632,0.03113,0.65371,0.16482,0.07437,0.36162,0.93652,0.00706335,0.00706335,0.00706335
57,2914.58,0.48397,0.00248,0.00213,0.30289,0.86035,0.96549,0.93242,0.96913,0.86244,0.10902,0.11853,0.03691,0.032,0.64759,0.15238,0.07253,0.35978,0.93853,0.0069682,0.0069682,0.0069682
58,2968.24,0.48455,0.00248,0.00206,0.30094,0.86226,0.96144,0.94285,0.97376,0.8655,0.10619,0.11558,0.03817,0.03438,0.64593,0.14069,0.03273,0.34867,0.92788,0.00687222,0.00687222,0.00687222
59,3021.99,0.48167,0.00261,0.00216,0.30116,0.86215,0.96241,0.9544,0.98301,0.86733,0.11754,0.12765,0.04034,0.03636,0.65822,0.12579,0.00986,0.33051,0.93163,0.00677543,0.00677543,0.00677543
60,3076.15,0.48497,0.00283,0.00215,0.30099,0.86321,0.95978,0.95351,0.98265,0.86938,0.11842,0.12926,0.03889,0.03583,0.64177,0.10828,0.01352,0.32889,0.91976,0.00667789,0.00667789,0.00667789
61,3130.29,0.47775,0.00279,0.00194,0.29777,0.86138,0.96117,0.95582,0.98261,0.86961,0.11697,0.12792,0.04037,0.03687,0.64477,0.11233,0.01307,0.32971,0.92368,0.00657963,0.00657963,0.00657963
62,3184.65,0.4803,0.00359,0.00227,0.2989,0.85957,0.96455,0.95571,0.98244,0.87151,0.11801,0.12738,0.04001,0.03655,0.63399,0.10928,0.01674,0.32637,0.91489,0.00648071,0.00648071,0.00648071
63,3238.29,0.47487,0.00257,0.00212,0.29616,0.861,0.95968,0.95602,0.98205,0.87392,0.11854,0.12926,0.04132,0.03769,0.63193,0.11461,0.01483,0.32229,0.91301,0.00638115,0.00638115,0.00638115
64,3292.18,0.47293,0.00257,0.00169,0.29791,0.85859,0.9631,0.95682,0.98315,0.87406,0.12013,0.12845,0.0412,0.03815,0.63631,0.10617,0.01799,0.32315,0.91387,0.00628101,0.00628101,0.00628101
65,3346.07,0.47195,0.00256,0.00191,0.29448,0.85839,0.96552,0.9537,0.98299,0.87503,0.12186,0.12926,0.04256,0.03973,0.63782,0.1059,0.01471,0.3209,0.91186,0.00618034,0.00618034,0.00618034
66,3401,0.47157,0.00279,0.00209,0.2934,0.85776,0.96762,0.95355,0.98292,0.87274,0.11975,0.12792,0.04264,0.03953,0.64015,0.11097,0.0162,0.32118,0.91705,0.00607916,0.00607916,0.00607916
67,3455.36,0.47243,0.00254,0.00215,0.29251,0.85982,0.96401,0.95529,0.98306,0.87444,0.12076,0.12577,0.04361,0.04023,0.64109,0.1142,0.01271,0.32001,0.92228,0.00597754,0.00597754,0.00597754
68,3510.02,0.46764,0.00248,0.00191,0.2915,0.85934,0.96412,0.95709,0.98382,0.87646,0.1185,0.12711,0.04449,0.04064,0.63791,0.12221,0.01419,0.31973,0.92462,0.00587551,0.00587551,0.00587551
69,3564.01,0.46277,0.0026,0.00209,0.28934,0.85748,0.96589,0.95843,0.984,0.87662,0.12413,0.12845,0.04557,0.04241,0.63859,0.10121,0.01225,0.31471,0.92312,0.00577311,0.00577311,0.00577311
70,3617.72,0.46626,0.00248,0.00181,0.2892,0.8579,0.96388,0.95899,0.98402,0.87837,0.12383,0.13113,0.0463,0.0432,0.63909,0.09699,0.01052,0.31457,0.92187,0.0056704,0.0056704,0.0056704
71,3671.65,0.46112,0.00241,0.00199,0.2861,0.85577,0.96537,0.95696,0.98378,0.87802,0.12256,0.13113,0.04547,0.04206,0.63634,0.10126,0.01042,0.31451,0.91648,0.00556742,0.00556742,0.00556742
72,3726.08,0.4627,0.00258,0.00188,0.28679,0.85674,0.9621,0.95602,0.98254,0.87714,0.12248,0.12765,0.04377,0.04027,0.63067,0.10748,0.01584,0.32021,0.91299,0.00546421,0.00546421,0.00546421
73,3780.53,0.45522,0.00244,0.00165,0.28199,0.85404,0.96539,0.95146,0.98199,0.8767,0.12057,0.12577,0.04366,0.03961,0.63054,0.11927,0.01598,0.3235,0.91122,0.00536081,0.00536081,0.00536081
74,3834.96,0.4606,0.00198,0.00161,0.2867,0.85675,0.96184,0.95119,0.98098,0.87438,0.11695,0.12631,0.04341,0.03901,0.63666,0.12471,0.01962,0.32924,0.9185,0.00525728,0.00525728,0.00525728
75,3888.92,0.45253,0.00267,0.00201,0.28092,0.85308,0.96555,0.95039,0.98262,0.87551,0.12036,0.12659,0.04347,0.03988,0.63368,0.10814,0.01372,0.32239,0.91708,0.00515366,0.00515366,0.00515366
76,3943,0.45434,0.00234,0.00172,0.28304,0.85511,0.96632,0.95417,0.98421,0.87747,0.1239,0.12711,0.0438,0.04046,0.62978,0.09816,0.01069,0.31548,0.91408,0.00505,0.00505,0.00505
77,3997.79,0.45111,0.00227,0.00181,0.28004,0.85467,0.96496,0.95951,0.98508,0.87783,0.12131,0.13194,0.04408,0.04102,0.62752,0.09273,0.00845,0.31002,0.91096,0.00494634,0.00494634,0.00494634
78,4051.89,0.4535,0.00205,0.00204,0.28029,0.85439,0.96723,0.95768,0.98492,0.87726,0.12258,0.12899,0.04395,0.04047,0.63072,0.09928,0.00928,0.31263,0.91325,0.00484272,0.00484272,0.00484272
79,4107.09,0.45193,0.00222,0.00181,0.28057,0.85418,0.96663,0.95539,0.98446,0.87767,0.12219,0.12711,0.0439,0.0404,0.62915,0.09941,0.01028,0.31193,0.91471,0.00473919,0.00473919,0.00473919
80,4161.69,0.44981,0.0021,0.00167,0.27762,0.85424,0.9656,0.95584,0.98382,0.8776,0.12035,0.12792,0.04347,0.04005,0.62899,0.10053,0.01023,0.31114,0.91507,0.00463579,0.00463579,0.00463579
81,4216.26,0.44768,0.00198,0.00147,0.27837,0.85317,0.96509,0.9563,0.98416,0.87684,0.12058,0.12845,0.04299,0.0396,0.628,0.09896,0.00962,0.30832,0.91558,0.00453258,0.00453258,0.00453258
82,4266.51,0.44653,0.002,0.00194,0.27705,0.85365,0.96585,0.95656,0.98402,0.8774,0.12171,0.12684,0.04256,0.03942,0.62708,0.09775,0.00995,0.309,0.91587,0.0044296,0.0044296,0.0044296
83,4314.86,0.45192,0.00217,0.00177,0.27906,0.85512,0.96642,0.95699,0.98425,0.87791,0.11995,0.12792,0.04247,0.03917,0.62459,0.10071,0.01205,0.311,0.91394,0.00432689,0.00432689,0.00432689
84,4363.28,0.44115,0.00191,0.00166,0.27291,0.85133,0.96464,0.95842,0.98342,0.87721,0.12068,0.12818,0.04275,0.0393,0.62333,0.10064,0.01403,0.31085,0.91218,0.00422449,0.00422449,0.00422449
85,4412,0.44212,0.0021,0.00159,0.27246,0.85218,0.9652,0.9579,0.98377,0.87966,0.12045,0.12845,0.04269,0.03948,0.61986,0.09828,0.01316,0.30708,0.9088,0.00412246,0.00412246,0.00412246
86,4460.56,0.44178,0.00194,0.00172,0.27299,0.851,0.9664,0.95656,0.98415,0.88032,0.12154,0.12711,0.04306,0.04013,0.61943,0.09498,0.01292,0.30691,0.90781,0.00402084,0.00402084,0.00402084
87,4508.89,0.43716,0.00179,0.00135,0.27224,0.85047,0.96669,0.95722,0.98445,0.8804,0.12186,0.12711,0.04327,0.04021,0.61827,0.09502,0.01315,0.30676,0.90744,0.00391966,0.00391966,0.00391966
88,4557.01,0.43906,0.00185,0.00152,0.27155,0.85277,0.96743,0.9559,0.98446,0.88063,0.1215,0.12684,0.04341,0.04023,0.61859,0.09696,0.01357,0.30724,0.908,0.00381899,0.00381899,0.00381899
89,4605.44,0.43418,0.00207,0.00158,0.26907,0.84929,0.9694,0.95144,0.98382,0.88101,0.11909,0.12711,0.04377,0.04051,0.61743,0.09934,0.01554,0.3084,0.90702,0.00371885,0.00371885,0.00371885
90,4653.83,0.43308,0.00215,0.0016,0.27,0.84957,0.97151,0.95115,0.9841,0.88099,0.11939,0.12738,0.04361,0.04034,0.61764,0.09829,0.01527,0.30888,0.90577,0.00361929,0.00361929,0.00361929
91,4702.22,0.43382,0.00189,0.00138,0.2673,0.8503,0.97021,0.95197,0.98409,0.88087,0.1192,0.12684,0.04364,0.04043,0.61855,0.09735,0.0152,0.30913,0.90638,0.00352037,0.00352037,0.00352037
92,4750.61,0.42941,0.00209,0.00169,0.26644,0.8481,0.97178,0.95114,0.98392,0.88056,0.11937,0.12631,0.04333,0.04,0.61905,0.10064,0.01558,0.31035,0.90714,0.00342211,0.00342211,0.00342211
93,4798.88,0.42762,0.00195,0.00155,0.26498,0.84898,0.97105,0.95093,0.98338,0.88011,0.11856,0.1247,0.04291,0.03958,0.61886,0.10272,0.01625,0.31085,0.90711,0.00332457,0.00332457,0.00332457
94,4847.26,0.42982,0.00201,0.00142,0.26681,0.85067,0.97047,0.952,0.98337,0.88107,0.11733,0.12416,0.04302,0.03967,0.61795,0.10429,0.01703,0.31005,0.90723,0.00322778,0.00322778,0.00322778
95,4895.59,0.43071,0.00192,0.0013,0.26758,0.85024,0.97071,0.95091,0.98301,0.88059,0.11838,0.12336,0.04295,0.03944,0.61881,0.10558,0.01731,0.31006,0.90832,0.0031318,0.0031318,0.0031318
96,4944.27,0.4255,0.0021,0.00157,0.26301,0.84914,0.96964,0.95062,0.98281,0.88072,0.11907,0.12309,0.0432,0.03957,0.6183,0.10447,0.01726,0.30879,0.90767,0.00303665,0.00303665,0.00303665
97,4992.74,0.4248,0.00171,0.00132,0.26335,0.8478,0.97089,0.94878,0.98284,0.88116,0.11855,0.12416,0.04282,0.03933,0.61787,0.10466,0.01829,0.30863,0.90736,0.00294239,0.00294239,0.00294239
98,5041.2,0.42344,0.00141,0.00128,0.26218,0.84606,0.97147,0.94953,0.98301,0.88082,0.11904,0.12416,0.04309,0.03958,0.61701,0.10276,0.01753,0.30837,0.90701,0.00284906,0.00284906,0.00284906
99,5089.64,0.42035,0.00147,0.00119,0.2602,0.84606,0.97018,0.95093,0.98316,0.88121,0.11897,0.12432,0.04292,0.03955,0.61659,0.10255,0.01801,0.30909,0.90627,0.00275668,0.00275668,0.00275668
100,5138.06,0.42087,0.0014,0.00125,0.25971,0.84496,0.96968,0.9519,0.98311,0.88085,0.1189,0.12416,0.04301,0.03969,0.61609,0.10248,0.01875,0.3091,0.90665,0.00266532,0.00266532,0.00266532
