epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
11,599.429,0.71617,0.00792,0.00633,0.48971,0.95489,0.94488,0.91268,0.96636,0.79767,0,0,0,0,0.71068,0,0.0012,0.49791,0.91574,0.00989183,0.00989183,0.00989183
12,646.728,0.6977,0.0073,0.00583,0.4782,0.94861,0.9559,0.89579,0.96614,0.83283,0,0,0,0,0.61408,0,0.00228,0.47413,0.89415,0.00986922,0.00986922,0.00986922
13,692.655,0.68703,0.00728,0.00613,0.46819,0.94597,0.9445,0.91709,0.97089,0.84051,0,0,0,0,0.60127,0,0.00077,0.44769,0.88815,0.00984449,0.00984449,0.00984449
14,739.072,0.67675,0.00635,0.00534,0.46477,0.94394,0.95477,0.90238,0.96815,0.82915,0,0,0,0,0.63994,0,0.0009,0.46584,0.90113,0.00981765,0.00981765,0.00981765
15,786.138,0.66768,0.00614,0.00541,0.45895,0.93849,0.95191,0.91106,0.96947,0.82308,0,0,0,0,0.64779,0,0.00186,0.4642,0.90829,0.00978873,0.00978873,0.00978873
16,829.151,0.66273,0.00579,0.00527,0.45464,0.93854,0.95315,0.90762,0.96936,0.83653,0,0,0,0,0.60378,0,0.00092,0.45356,0.8861,0.00975773,0.00975773,0.00975773
17,872.283,0.64531,0.00564,0.00465,0.44153,0.93122,0.94776,0.91207,0.97013,0.83894,0,0,0,0,0.61083,0,0.00071,0.44472,0.89572,0.00972466,0.00972466,0.00972466
18,915.955,0.6397,0.00593,0.00475,0.43969,0.9313,0.95599,0.91973,0.97229,0.8487,0,0,0,0,0.58957,0,0.00043,0.43099,0.88135,0.00968955,0.00968955,0.00968955
19,958.697,0.63842,0.00579,0.00425,0.43491,0.92795,0.95122,0.91795,0.97171,0.83025,0,0,0,0,0.62703,0,0.0009,0.44723,0.88056,0.00965239,0.00965239,0.00965239
20,1003.68,0.63404,0.00546,0.00487,0.43471,0.93086,0.95658,0.92119,0.97337,0.84826,0,0,0,0,0.59148,0,0.00025,0.42851,0.88723,0.00961322,0.00961322,0.00961322
21,1047.87,0.63092,0.00597,0.00445,0.43014,0.9285,0.95469,0.9221,0.97312,0.85178,0,0,0,0,0.58291,0,0.00079,0.42065,0.887,0.00957205,0.00957205,0.00957205
22,1097.63,0.62485,0.00551,0.00423,0.42465,0.92538,0.95749,0.91977,0.97286,0.84902,0,0,0,0,0.57767,0,0.00022,0.42435,0.87879,0.00952889,0.00952889,0.00952889
23,1153.25,0.6169,0.00488,0.00402,0.4206,0.92589,0.95821,0.91613,0.97497,0.85883,0,0,0,0,0.55974,0,0.00025,0.41139,0.87372,0.00948377,0.00948377,0.00948377
24,1198.96,0.60938,0.0047,0.00406,0.41648,0.92265,0.95861,0.91973,0.97483,0.85417,0,0,0,0,0.57275,0,0.00031,0.41981,0.8796,0.00943671,0.00943671,0.00943671
25,1243.47,0.6114,0.00501,0.00437,0.41897,0.92371,0.96048,0.92085,0.97537,0.84835,0,0,0,0,0.59905,0,0.00051,0.40971,0.87872,0.00938772,0.00938772,0.00938772
26,1288.04,0.60879,0.00385,0.00375,0.41107,0.91821,0.95779,0.92524,0.97754,0.86238,0,0,0,0,0.55744,0,0.00026,0.4011,0.87023,0.00933683,0.00933683,0.00933683
27,1333.86,0.60345,0.00488,0.00435,0.41319,0.91928,0.95818,0.92626,0.97595,0.85017,0,0,0,0,0.59466,0,0.00023,0.39369,0.87538,0.00928405,0.00928405,0.00928405
28,1384,0.59615,0.00542,0.00392,0.40586,0.91343,0.9533,0.92767,0.97665,0.86511,0,0,0,0,0.54256,0,0.00026,0.39263,0.86953,0.00922942,0.00922942,0.00922942
29,1430.05,0.59528,0.00459,0.00388,0.40653,0.91772,0.95552,0.91937,0.97465,0.86641,0,0,0,0,0.54315,0,0.0002,0.38867,0.87181,0.00917296,0.00917296,0.00917296
30,1473.37,0.58932,0.00475,0.00367,0.40054,0.91499,0.95066,0.92906,0.97539,0.87232,0,0,0,0,0.53517,0,0.00041,0.38748,0.87202,0.00911469,0.00911469,0.00911469
31,1516.88,0.58944,0.0048,0.00346,0.39917,0.9132,0.95214,0.93099,0.9762,0.85371,0,0,0,0,0.57677,0,0.00028,0.38668,0.87183,0.00905463,0.00905463,0.00905463
32,1560.26,0.59012,0.00421,0.00363,0.39708,0.91276,0.95018,0.93125,0.97671,0.87377,0,0,0,0,0.51923,0,0.0001,0.37877,0.86148,0.00899282,0.00899282,0.00899282
33,1603.62,0.58268,0.00464,0.00379,0.3934,0.91486,0.95552,0.92261,0.97575,0.86412,0,0,0,0,0.54726,0,0.0003,0.3829,0.86781,0.00892928,0.00892928,0.00892928
34,1647.07,0.58138,0.0041,0.00326,0.39075,0.91276,0.95111,0.93416,0.9774,0.87154,0,0,0,0,0.53162,0,0.00018,0.3769,0.86778,0.00886404,0.00886404,0.00886404
35,1690.59,0.5783,0.00453,0.00363,0.38941,0.91069,0.95785,0.92322,0.97784,0.86753,0,0,0,0,0.53869,0,0.0002,0.37587,0.86257,0.00879713,0.00879713,0.00879713
36,1734.86,0.57637,0.00384,0.0033,0.3903,0.90963,0.95095,0.93395,0.97855,0.87766,0,0,0,0,0.51261,0,0.00019,0.3687,0.86427,0.00872857,0.00872857,0.00872857
37,1778.78,0.56644,0.0039,0.00343,0.38014,0.90642,0.94912,0.93395,0.97801,0.87568,0,0,0,0,0.51291,0,0.00016,0.36625,0.8586,0.00865839,0.00865839,0.00865839
38,1822.65,0.56663,0.00395,0.00288,0.38299,0.9063,0.96322,0.92524,0.97873,0.88486,0,0,0,0,0.5018,0,0.00018,0.35801,0.86265,0.00858664,0.00858664,0.00858664
39,1866.57,0.56407,0.00381,0.00316,0.38097,0.90664,0.95739,0.924,0.97844,0.8732,0,0,0,0,0.51991,0,0.0002,0.36443,0.86107,0.00851333,0.00851333,0.00851333
40,1910.49,0.56354,0.00359,0.00288,0.37859,0.90529,0.95446,0.9372,0.97945,0.87614,0,0,0,0,0.52442,0,0.00013,0.35621,0.86397,0.00843851,0.00843851,0.00843851
41,1954.36,0.56115,0.00378,0.00287,0.37828,0.90776,0.95849,0.92767,0.97878,0.88618,0,0,0,0,0.48923,0,0.00017,0.35414,0.85738,0.0083622,0.0083622,0.0083622
42,1998.25,0.55847,0.0036,0.00303,0.37487,0.90397,0.96214,0.9268,0.97847,0.88444,0,0,0,0,0.49217,0,0.0001,0.35416,0.85539,0.00828443,0.00828443,0.00828443
43,2042.16,0.56309,0.00369,0.00289,0.38136,0.90919,0.95349,0.93659,0.97816,0.88499,0,0,0,0,0.49294,0,0.00037,0.35509,0.85842,0.00820525,0.00820525,0.00820525
44,2086.08,0.55632,0.00305,0.00272,0.37631,0.90541,0.9599,0.92634,0.97768,0.88371,0,0,0,0,0.48957,0,0.00014,0.35555,0.8547,0.00812468,0.00812468,0.00812468
45,2129.97,0.55005,0.00363,0.00313,0.36971,0.9015,0.95736,0.9325,0.97953,0.88437,0,0,0,0,0.50097,0,0.00025,0.35099,0.85639,0.00804277,0.00804277,0.00804277
46,2173.82,0.55029,0.00308,0.00276,0.37276,0.90299,0.96048,0.93059,0.9805,0.88637,0,0,0,0,0.49318,0,0.00023,0.34845,0.85431,0.00795954,0.00795954,0.00795954
47,2217.78,0.54886,0.00335,0.0029,0.3705,0.90164,0.94866,0.93588,0.97924,0.88774,0,0,0,0,0.48107,0,0.00011,0.34659,0.85389,0.00787503,0.00787503,0.00787503
48,2261.69,0.54445,0.00337,0.00276,0.3682,0.89955,0.95526,0.93598,0.98061,0.89051,0,0,0,0,0.48159,0,0.00027,0.3391,0.85142,0.00778929,0.00778929,0.00778929
49,2305.4,0.54491,0.00391,0.00302,0.36705,0.90055,0.95597,0.9376,0.97962,0.89007,0,0,0,0,0.48128,0,0.00015,0.34129,0.85496,0.00770234,0.00770234,0.00770234
50,2348.99,0.54189,0.00318,0.00234,0.36603,0.89924,0.95537,0.93683,0.98005,0.89049,0,0,0,0,0.47808,0,6e-05,0.33807,0.85276,0.00761423,0.00761423,0.00761423
51,2392.81,0.54498,0.00303,0.00249,0.36186,0.90151,0.9527,0.94307,0.97965,0.88819,0,0,0,0,0.48465,0,0.00011,0.34068,0.85319,0.007525,0.007525,0.007525
52,2437.11,0.53686,0.00313,0.00286,0.36228,0.89728,0.95788,0.9376,0.97983,0.89013,0,0,0,0,0.48195,0,0.00024,0.33949,0.85302,0.00743468,0.00743468,0.00743468
53,2481.52,0.53572,0.00327,0.00222,0.36032,0.89678,0.95484,0.94267,0.98046,0.88953,0,0,0,0,0.48398,0,8e-05,0.33367,0.85439,0.00734332,0.00734332,0.00734332
54,2525.59,0.53225,0.00343,0.00276,0.35862,0.89577,0.95948,0.93557,0.98027,0.89201,0,0,0,0,0.47434,0,8e-05,0.33219,0.85035,0.00725094,0.00725094,0.00725094
55,2569.51,0.53572,0.00326,0.0026,0.35973,0.89757,0.95477,0.94307,0.98022,0.89195,0,0,0,0,0.47791,0,0.0001,0.3286,0.84923,0.00715761,0.00715761,0.00715761
56,2613.34,0.53292,0.00271,0.0026,0.35702,0.8973,0.96007,0.93659,0.97906,0.89228,0,0,0,0,0.47822,0,0.00012,0.32972,0.84944,0.00706335,0.00706335,0.00706335
57,2653.01,0.52805,0.00313,0.00261,0.35102,0.89552,0.95067,0.94044,0.98116,0.89357,0,0,0,0,0.47126,0,8e-05,0.33087,0.84706,0.0069682,0.0069682,0.0069682
58,2691.81,0.53142,0.00329,0.00271,0.35659,0.89533,0.95138,0.94024,0.98096,0.89356,0,0,0,0,0.46906,0,6e-05,0.32905,0.84502,0.00687222,0.00687222,0.00687222
59,2730.61,0.52585,0.00282,0.00219,0.35265,0.89483,0.95589,0.93679,0.98066,0.89467,0,0,0,0,0.46456,0,3e-05,0.32514,0.84464,0.00677543,0.00677543,0.00677543
60,2769.39,0.52314,0.00278,0.00206,0.34843,0.89301,0.95675,0.9376,0.98123,0.89663,0,0,0,0,0.46108,0,7e-05,0.32343,0.84305,0.00667789,0.00667789,0.00667789
61,2808.24,0.51962,0.00313,0.00269,0.3463,0.89045,0.9558,0.94186,0.98192,0.89701,0,0,0,0,0.46685,0,8e-05,0.32305,0.84468,0.00657963,0.00657963,0.00657963
62,2847.06,0.51831,0.00301,0.00241,0.34543,0.89352,0.95422,0.94165,0.9815,0.89697,0,0,0,0,0.46256,0,8e-05,0.32246,0.84452,0.00648071,0.00648071,0.00648071
63,2885.9,0.52159,0.00297,0.0021,0.34704,0.89207,0.95674,0.93942,0.98174,0.89821,0,0,0,0,0.46126,0,0.00011,0.31929,0.84298,0.00638115,0.00638115,0.00638115
64,2924.73,0.51743,0.00269,0.00215,0.34533,0.8906,0.95614,0.94072,0.98169,0.8977,0,0,0,0,0.45894,0,7e-05,0.31947,0.84522,0.00628101,0.00628101,0.00628101
65,2963.52,0.51462,0.00234,0.00213,0.34534,0.89161,0.95715,0.94135,0.98217,0.8988,0,0,0,0,0.45916,0,9e-05,0.31807,0.84507,0.00618034,0.00618034,0.00618034
66,3002.39,0.51258,0.00238,0.00211,0.34274,0.88897,0.95222,0.94874,0.98125,0.89854,0,0,0,0,0.46074,0,7e-05,0.318,0.84523,0.00607916,0.00607916,0.00607916
67,3041.25,0.5146,0.00277,0.00196,0.34351,0.88965,0.95799,0.94254,0.98113,0.89864,0,0,0,0,0.46162,0,7e-05,0.31907,0.8451,0.00597754,0.00597754,0.00597754
68,3080.07,0.51126,0.00234,0.00241,0.34046,0.88861,0.95666,0.94226,0.98198,0.89868,0,0,0,0,0.45939,0,9e-05,0.31787,0.84393,0.00587551,0.00587551,0.00587551
69,3118.92,0.50874,0.00255,0.00224,0.33918,0.8869,0.95414,0.94611,0.98222,0.90038,0,0,0,0,0.45695,0,7e-05,0.31664,0.84272,0.00577311,0.00577311,0.00577311
70,3157.79,0.50468,0.00269,0.00237,0.33555,0.88817,0.95156,0.94721,0.98154,0.90064,0,0,0,0,0.45515,0,5e-05,0.31531,0.84177,0.0056704,0.0056704,0.0056704
71,3196.71,0.50635,0.00241,0.00235,0.33365,0.88516,0.95087,0.94887,0.98185,0.90093,0,0,0,0,0.45505,0,7e-05,0.3105,0.84154,0.00556742,0.00556742,0.00556742
72,3235.52,0.50618,0.00271,0.00218,0.33496,0.88784,0.95381,0.94631,0.98164,0.90041,0,0,0,0,0.45472,0,7e-05,0.3106,0.84156,0.00546421,0.00546421,0.00546421
73,3274.31,0.50646,0.0024,0.00227,0.3385,0.8864,0.95469,0.94346,0.98146,0.90109,0,0,0,0,0.45337,0,7e-05,0.31027,0.84137,0.00536081,0.00536081,0.00536081
74,3313.18,0.49625,0.00234,0.00184,0.33043,0.88445,0.96016,0.94064,0.98172,0.90152,0,0,0,0,0.45448,0,9e-05,0.30929,0.84216,0.00525728,0.00525728,0.00525728
75,3352.05,0.49744,0.00272,0.00251,0.33126,0.8869,0.95579,0.94607,0.98218,0.90182,0,0,0,0,0.45094,0,9e-05,0.30705,0.84142,0.00515366,0.00515366,0.00515366
76,3390.92,0.49543,0.00205,0.00219,0.32792,0.88475,0.95659,0.94647,0.98226,0.90146,0,0,0,0,0.4502,0,9e-05,0.3073,0.84071,0.00505,0.00505,0.00505
77,3429.76,0.49455,0.00236,0.00211,0.3269,0.88385,0.95788,0.94246,0.98246,0.90173,0,0,0,0,0.44782,0,0.0001,0.30643,0.83989,0.00494634,0.00494634,0.00494634
78,3468.57,0.49385,0.00268,0.00182,0.32762,0.88331,0.95714,0.94429,0.98221,0.90236,0,0,0,0,0.446,0,8e-05,0.30627,0.83904,0.00484272,0.00484272,0.00484272
79,3507.39,0.49233,0.00223,0.00213,0.32693,0.88292,0.95623,0.94449,0.98259,0.90301,0,0,0,0,0.44575,0,7e-05,0.30537,0.83915,0.00473919,0.00473919,0.00473919
80,3546.24,0.48916,0.00251,0.00191,0.32585,0.88382,0.95425,0.94429,0.98242,0.90248,0,0,0,0,0.44602,0,7e-05,0.30519,0.83918,0.00463579,0.00463579,0.00463579
81,3585.07,0.48671,0.00229,0.00212,0.32261,0.88168,0.95149,0.94712,0.98245,0.90286,0,0,0,0,0.4459,0,7e-05,0.30479,0.83846,0.00453258,0.00453258,0.00453258
82,3623.82,0.48922,0.00202,0.00216,0.32274,0.88433,0.95168,0.94563,0.98229,0.90273,0,0,0,0,0.44712,0,8e-05,0.30421,0.83935,0.0044296,0.0044296,0.0044296
83,3662.77,0.4843,0.00232,0.00203,0.32269,0.87972,0.95161,0.94692,0.9824,0.90288,0,0,0,0,0.44614,0,7e-05,0.30336,0.83935,0.00432689,0.00432689,0.00432689
84,3701.49,0.48594,0.00192,0.00193,0.32207,0.88309,0.95157,0.94731,0.9826,0.90227,0,0,0,0,0.44629,0,7e-05,0.30284,0.84023,0.00422449,0.00422449,0.00422449
85,3740.23,0.48267,0.0023,0.00186,0.31839,0.87985,0.95183,0.94793,0.98247,0.90227,0,0,0,0,0.44737,0,7e-05,0.30238,0.84003,0.00412246,0.00412246,0.00412246
86,3779.04,0.48008,0.002,0.00191,0.31683,0.87955,0.94844,0.9503,0.98251,0.90243,0,0,0,0,0.44755,0,7e-05,0.30237,0.84009,0.00402084,0.00402084,0.00402084
87,3817.79,0.47796,0.00229,0.00212,0.31739,0.87918,0.94986,0.94814,0.98249,0.90287,0,0,0,0,0.44725,0,7e-05,0.30139,0.84007,0.00391966,0.00391966,0.00391966
88,3856.6,0.47857,0.00208,0.002,0.31613,0.87888,0.94891,0.94955,0.98247,0.90331,0,0,0,0,0.44706,0,6e-05,0.30143,0.84018,0.00381899,0.00381899,0.00381899
89,3895.35,0.47811,0.00193,0.00184,0.31911,0.88024,0.94847,0.94814,0.9824,0.9034,0,0,0,0,0.44712,0,5e-05,0.30019,0.84039,0.00371885,0.00371885,0.00371885
90,3934.15,0.47566,0.00209,0.00199,0.31447,0.87779,0.95876,0.94003,0.98251,0.90357,0,0,0,0,0.44553,0,5e-05,0.29971,0.83993,0.00361929,0.00361929,0.00361929
91,3972.9,0.47041,0.00228,0.00202,0.31265,0.87673,0.95777,0.94186,0.98266,0.90436,0,0,0,0,0.4449,0,5e-05,0.29895,0.83971,0.00352037,0.00352037,0.00352037
92,4011.64,0.46752,0.00206,0.00215,0.3089,0.87567,0.96078,0.94024,0.98284,0.90412,0,0,0,0,0.4447,0,4e-05,0.29745,0.83952,0.00342211,0.00342211,0.00342211
93,4050.4,0.46752,0.00202,0.00159,0.31006,0.87658,0.95037,0.94955,0.98337,0.90517,0,0,0,0,0.44397,0,4e-05,0.29678,0.83946,0.00332457,0.00332457,0.00332457
94,4089.18,0.46841,0.00197,0.00193,0.30917,0.87754,0.95079,0.94976,0.98349,0.90487,0,0,0,0,0.4434,0,4e-05,0.29605,0.83921,0.00322778,0.00322778,0.00322778
95,4127.98,0.46672,0.00179,0.00187,0.30956,0.87715,0.95242,0.94898,0.98355,0.90509,0,0,0,0,0.44268,0,4e-05,0.29561,0.83904,0.0031318,0.0031318,0.0031318
96,4166.76,0.46822,0.00201,0.00198,0.30678,0.87539,0.95972,0.94117,0.98342,0.90541,0,0,0,0,0.44238,0,4e-05,0.29555,0.83895,0.00303665,0.00303665,0.00303665
97,4205.59,0.46688,0.00179,0.00179,0.30949,0.87745,0.95936,0.94205,0.98344,0.9058,0,0,0,0,0.44182,0,4e-05,0.29542,0.8387,0.00294239,0.00294239,0.00294239
98,4244.37,0.46279,0.00162,0.00143,0.3061,0.87497,0.95324,0.94988,0.98379,0.90568,0,0,0,0,0.44189,0,5e-05,0.29473,0.8387,0.00284906,0.00284906,0.00284906
99,4283.12,0.4603,0.00161,0.00142,0.30283,0.87271,0.95287,0.9502,0.98373,0.90567,0,0,0,0,0.4417,0,4e-05,0.29486,0.83855,0.00275668,0.00275668,0.00275668
100,4321.94,0.45869,0.00173,0.00174,0.30115,0.87201,0.9523,0.9504,0.98371,0.90629,0,0,0,0,0.44138,0,5e-05,0.29445,0.83841,0.00266532,0.00266532,0.00266532
101,4360.78,0.45739,0.00138,0.00124,0.30262,0.87144,0.9524,0.95036,0.98365,0.90593,0,0,0,0,0.44089,0,4e-05,0.29386,0.83825,0.002575,0.002575,0.002575
102,4399.62,0.45403,0.00168,0.00147,0.29818,0.87222,0.95146,0.95057,0.98369,0.90634,0,0,0,0,0.44106,0,5e-05,0.2939,0.83847,0.00248577,0.00248577,0.00248577
103,4438.46,0.4502,0.0015,0.00162,0.29373,0.87161,0.95153,0.95061,0.98382,0.90652,0,0,0,0,0.4406,0,5e-05,0.29324,0.83828,0.00239766,0.00239766,0.00239766
104,4477.27,0.45311,0.00212,0.00208,0.29735,0.87253,0.95211,0.95065,0.98348,0.90693,0,0,0,0,0.44032,0,5e-05,0.29297,0.83813,0.00231071,0.00231071,0.00231071
105,4516.02,0.45226,0.00175,0.0016,0.29465,0.87133,0.95402,0.95001,0.98342,0.90678,0,0,0,0,0.44045,0,5e-05,0.29272,0.83826,0.00222497,0.00222497,0.00222497
106,4554.81,0.44568,0.00161,0.00164,0.29265,0.86917,0.95286,0.94999,0.98361,0.90701,0,0,0,0,0.44054,0,5e-05,0.2923,0.83829,0.00214046,0.00214046,0.00214046
107,4593.74,0.44953,0.00182,0.00145,0.29396,0.87115,0.96068,0.94058,0.98356,0.90682,0,0,0,0,0.44024,0,5e-05,0.29203,0.83823,0.00205723,0.00205723,0.00205723
108,4632.55,0.44921,0.00166,0.00148,0.29351,0.87186,0.95955,0.94204,0.98358,0.90679,0,0,0,0,0.44003,0,5e-05,0.29148,0.83835,0.00197532,0.00197532,0.00197532
109,4671.35,0.44518,0.00172,0.00154,0.29005,0.87031,0.9609,0.94099,0.98357,0.90694,0,0,0,0,0.44004,0,5e-05,0.29145,0.83841,0.00189475,0.00189475,0.00189475
110,4710.1,0.4447,0.00169,0.0018,0.29237,0.86888,0.95973,0.94163,0.98362,0.90697,0,0,0,0,0.4401,0,5e-05,0.29106,0.83854,0.00181557,0.00181557,0.00181557
111,4748.88,0.4448,0.00162,0.00151,0.28943,0.8689,0.95865,0.94412,0.98364,0.9072,0,0,0,0,0.43978,0,5e-05,0.29084,0.83831,0.0017378,0.0017378,0.0017378
112,4787.73,0.44074,0.0016,0.00178,0.28828,0.86715,0.95924,0.94391,0.98397,0.90719,0,0,0,0,0.4395,0,5e-05,0.29031,0.83828,0.00166149,0.00166149,0.00166149
113,4826.52,0.43607,0.0014,0.00135,0.28546,0.86699,0.95929,0.94388,0.98357,0.90737,0,0,0,0,0.43946,0,5e-05,0.2899,0.83834,0.00158667,0.00158667,0.00158667
114,4865.23,0.44391,0.00156,0.0015,0.2873,0.87049,0.95948,0.94495,0.98359,0.90753,0,0,0,0,0.43958,0,5e-05,0.28945,0.83852,0.00151336,0.00151336,0.00151336
115,4903.97,0.43447,0.00151,0.00148,0.28314,0.86754,0.95983,0.94449,0.98352,0.90742,0,0,0,0,0.43934,0,5e-05,0.28907,0.83842,0.00144161,0.00144161,0.00144161
116,4942.81,0.4354,0.0014,0.00134,0.28303,0.86655,0.96025,0.94451,0.98365,0.90736,0,0,0,0,0.43911,0,5e-05,0.28882,0.83827,0.00137143,0.00137143,0.00137143
117,4981.61,0.43222,0.0016,0.00155,0.28083,0.86679,0.96486,0.93999,0.98368,0.90769,0,0,0,0,0.43901,0,5e-05,0.2889,0.83832,0.00130287,0.00130287,0.00130287
118,5020.43,0.43777,0.0012,0.00158,0.28373,0.86686,0.96486,0.9401,0.98343,0.90755,0,0,0,0,0.43875,0,5e-05,0.28881,0.83822,0.00123596,0.00123596,0.00123596
119,5059.22,0.43588,0.00177,0.00156,0.28368,0.86886,0.96499,0.94003,0.98363,0.90768,0,0,0,0,0.4386,0,5e-05,0.28886,0.83818,0.00117072,0.00117072,0.00117072
120,5098.05,0.4311,0.0015,0.00165,0.28088,0.8654,0.96552,0.93983,0.98365,0.90768,0,0,0,0,0.43779,0,5e-05,0.28901,0.83762,0.00110718,0.00110718,0.00110718
121,5136.82,0.42345,0.00139,0.00111,0.277,0.86338,0.96506,0.9401,0.98366,0.90803,0,0,0,0,0.43768,0,5e-05,0.28911,0.83759,0.00104537,0.00104537,0.00104537
122,5175.56,0.42561,0.00166,0.00164,0.27848,0.86288,0.96459,0.94003,0.98363,0.90783,0,0,0,0,0.4377,0,5e-05,0.28876,0.83761,0.000985311,0.000985311,0.000985311
123,5214.38,0.42565,0.00129,0.00123,0.27826,0.86415,0.96459,0.94003,0.98365,0.90805,0,0,0,0,0.43764,0,5e-05,0.28879,0.83769,0.00092704,0.00092704,0.00092704
124,5253.52,0.42371,0.00144,0.00139,0.27736,0.86263,0.96446,0.94013,0.98356,0.90807,0,0,0,0,0.43762,0,5e-05,0.28843,0.83778,0.000870577,0.000870577,0.000870577
125,5292.96,0.42509,0.00146,0.00122,0.27573,0.86407,0.9647,0.94115,0.98356,0.90795,0,0,0,0,0.43757,0,5e-05,0.28865,0.83779,0.000815947,0.000815947,0.000815947
126,5332.37,0.42473,0.00127,0.00156,0.27666,0.86531,0.9647,0.94115,0.98358,0.90796,0,0,0,0,0.43746,0,5e-05,0.28845,0.8378,0.000763174,0.000763174,0.000763174
127,5371.19,0.41894,0.00152,0.00137,0.27296,0.86203,0.96453,0.94145,0.98358,0.90798,0,0,0,0,0.43739,0,5e-05,0.28847,0.8378,0.000712282,0.000712282,0.000712282
128,5410.05,0.42178,0.00133,0.00137,0.27331,0.86222,0.96413,0.942,0.98374,0.9084,0,0,0,0,0.4373,0,5e-05,0.28843,0.83781,0.000663292,0.000663292,0.000663292
129,5448.83,0.42054,0.00153,0.00131,0.2743,0.86487,0.96414,0.94221,0.9838,0.9082,0,0,0,0,0.43716,0,5e-05,0.28855,0.83778,0.000616227,0.000616227,0.000616227
130,5487.64,0.42295,0.00139,0.00126,0.27507,0.86407,0.96367,0.94267,0.9838,0.90871,0,0,0,0,0.43718,0,5e-05,0.28858,0.83777,0.000571106,0.000571106,0.000571106
131,5526.44,0.4184,0.00144,0.00133,0.2709,0.86145,0.96376,0.94267,0.98383,0.90871,0,0,0,0,0.43712,0,5e-05,0.28858,0.83781,0.00052795,0.00052795,0.00052795
132,5565.32,0.42062,0.00124,0.0013,0.27321,0.86325,0.96376,0.94285,0.98388,0.90891,0,0,0,0,0.43718,0,5e-05,0.28851,0.83781,0.000486777,0.000486777,0.000486777
133,5604.15,0.41461,0.00162,0.0012,0.27003,0.86029,0.96222,0.94423,0.98389,0.9089,0,0,0,0,0.43711,0,5e-05,0.28876,0.83775,0.000447606,0.000447606,0.000447606
134,5643.04,0.42026,0.00111,0.0011,0.27229,0.86288,0.96163,0.94432,0.9839,0.9089,0,0,0,0,0.43688,0,5e-05,0.28879,0.83775,0.000410454,0.000410454,0.000410454
135,5681.86,0.41615,0.00141,0.00099,0.27075,0.86226,0.96142,0.9441,0.9839,0.909,0,0,0,0,0.43681,0,5e-05,0.28886,0.83775,0.000375337,0.000375337,0.000375337
136,5720.69,0.41565,0.00125,0.00129,0.2684,0.86108,0.96138,0.94408,0.98386,0.90851,0,0,0,0,0.4367,0,5e-05,0.28877,0.83765,0.00034227,0.00034227,0.00034227
