run,split,images_total,images_with_keypoints,box_mAP50,box_mAP75,box_mAP50_95,box_precision,box_recall,box_iou_mean,box_iou_median,pose_mAP50,pose_mAP75,pose_mAP50_95,instances_matched,instances_missed,kpt_err_median_px,kpt_err_mean_px,kpt_err_rmse_px,kpt_err_p90_px,oks_mean,PCK@5,PCK@10,PCK@20
arm_pose_v7,test,2044,263,0.9655,0.9131,0.8825,0.9535,0.9181,0.702,0.7185,0.9151,0.7859,0.7758,163,100,19.04,21.22,24.97,39.61,0.5234,0.2883,0.6748,0.9632
