epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,1037.33,0.71186,0.01616,0.02662,0.47849,0.96154,0.95628,0.91843,0.97394,0.85269,0.00461,0.00657,0.00067,0.00057,0.5684,0.0209,0.03002,0.41232,0.87301,0.00968955,0.00968955,0.00968955
19,1092.29,0.70942,0.0158,0.02522,0.47907,0.95862,0.95119,0.92585,0.97434,0.86567,0.00489,0.00657,0.00072,0.00065,0.53289,0.0144,0.02157,0.4024,0.86484,0.00965239,0.00965239,0.00965239
20,1148.4,0.69278,0.01485,0.02424,0.46623,0.95464,0.95215,0.92747,0.97606,0.86028,0.00522,0.00593,0.00063,0.00055,0.55764,0.01653,0.01814,0.40048,0.86395,0.00961322,0.00961322,0.00961322
21,1203.85,0.68758,0.01597,0.02501,0.46391,0.95101,0.95014,0.92648,0.97595,0.87062,0.00616,0.00763,0.00074,0.00066,0.52484,0.01244,0.01424,0.39338,0.86105,0.00957205,0.00957205,0.00957205
22,1253.34,0.68398,0.01514,0.02237,0.46079,0.94919,0.95461,0.92672,0.97488,0.86789,0.00577,0.00678,0.00102,0.00085,0.53563,0.01664,0.02502,0.38373,0.86041,0.00952889,0.00952889,0.00952889
23,1305.31,0.68147,0.01433,0.02295,0.46043,0.95057,0.96122,0.90854,0.97176,0.8553,0.00518,0.00678,0.00086,0.00071,0.57436,0.02237,0.04267,0.40464,0.88152,0.00948377,0.00948377,0.00948377
24,1370.4,0.68095,0.01376,0.02387,0.45645,0.95068,0.95601,0.92553,0.97535,0.85471,0.00544,0.00699,0.00097,0.00082,0.5862,0.01783,0.01631,0.39013,0.86769,0.00943671,0.00943671,0.00943671
25,1436.33,0.66899,0.01378,0.02373,0.45251,0.94824,0.94852,0.93693,0.97595,0.86701,0.00704,0.00784,0.00063,0.00059,0.53243,0.0091,0.01108,0.37158,0.85801,0.00938772,0.00938772,0.00938772
26,1503.42,0.66886,0.01573,0.02271,0.44929,0.94539,0.95118,0.92818,0.97489,0.87665,0.00355,0.00466,0.00092,0.0007,0.51933,0.0241,0.0375,0.37798,0.86232,0.00933683,0.00933683,0.00933683
27,1567.88,0.65873,0.01256,0.0225,0.44128,0.94391,0.95984,0.9267,0.97651,0.87802,0.00508,0.00657,0.00072,0.00063,0.50869,0.01864,0.01909,0.36582,0.85422,0.00928405,0.00928405,0.00928405
28,1623.81,0.65598,0.01232,0.02166,0.44012,0.94129,0.96041,0.92511,0.97603,0.88168,0.00508,0.00678,0.00091,0.00074,0.49732,0.02372,0.02959,0.36496,0.85102,0.00922942,0.00922942,0.00922942
29,1679.14,0.65774,0.01294,0.02197,0.44155,0.94318,0.95457,0.92818,0.97614,0.87768,0.0055,0.00614,0.00095,0.00079,0.51304,0.02178,0.03178,0.3613,0.85797,0.00917296,0.00917296,0.00917296
30,1735.99,0.65232,0.01254,0.02208,0.4356,0.94063,0.94999,0.93369,0.97845,0.8822,0.00622,0.00763,0.0012,0.00113,0.50082,0.01161,0.01664,0.35204,0.85062,0.00911469,0.00911469,0.00911469
31,1790.12,0.64927,0.01197,0.02109,0.43341,0.94112,0.95118,0.93814,0.97809,0.87596,0.00575,0.0072,0.00111,0.00104,0.52581,0.0131,0.01487,0.35628,0.85402,0.00905463,0.00905463,0.00905463
32,1844.91,0.64033,0.01132,0.01991,0.4285,0.93441,0.95716,0.93136,0.97689,0.87894,0.00573,0.0072,0.00099,0.00087,0.50799,0.01674,0.02939,0.35259,0.85204,0.00899282,0.00899282,0.00899282
33,1900.21,0.64142,0.0118,0.02061,0.42844,0.93679,0.9468,0.94174,0.97889,0.88567,0.00641,0.00763,0.00113,0.00102,0.49333,0.01281,0.01882,0.34096,0.84628,0.00892928,0.00892928,0.00892928
34,1952.12,0.64001,0.0119,0.01921,0.42696,0.93709,0.95529,0.94161,0.97935,0.88113,0.0056,0.00699,0.00107,0.00095,0.51265,0.01389,0.02457,0.34688,0.85117,0.00886404,0.00886404,0.00886404
35,2007.14,0.63507,0.01158,0.02036,0.4258,0.93715,0.94993,0.92841,0.96698,0.87367,0.00614,0.00763,0.00105,0.00094,0.49429,0.01639,0.02206,0.35503,0.85263,0.00879713,0.00879713,0.00879713
36,2058.58,0.63393,0.01122,0.0204,0.42377,0.93446,0.94964,0.9389,0.97878,0.88537,0.0062,0.00784,0.00111,0.00102,0.49925,0.01168,0.01595,0.34335,0.84521,0.00872857,0.00872857,0.00872857
37,2108.18,0.63335,0.01141,0.01989,0.42173,0.93337,0.95227,0.94262,0.98013,0.88869,0.00607,0.00742,0.00093,0.00083,0.48161,0.01541,0.02515,0.33892,0.84374,0.00865839,0.00865839,0.00865839
38,2163.21,0.62933,0.01116,0.0197,0.41808,0.93272,0.95049,0.94025,0.97819,0.88958,0.00616,0.00763,0.00117,0.00105,0.48199,0.01487,0.02501,0.33942,0.84679,0.00858664,0.00858664,0.00858664
39,2216.01,0.63331,0.01064,0.01953,0.42247,0.93416,0.95615,0.93644,0.97916,0.89288,0.00663,0.00784,0.00109,0.001,0.47481,0.01223,0.02172,0.33434,0.84153,0.00851333,0.00851333,0.00851333
40,2268.8,0.62034,0.01111,0.01944,0.41039,0.92791,0.94192,0.93115,0.95977,0.87072,0.00644,0.00763,0.00103,0.00097,0.47793,0.01401,0.02134,0.34726,0.84387,0.00843851,0.00843851,0.00843851
41,2321.48,0.6236,0.01114,0.0194,0.41413,0.92921,0.96008,0.93249,0.97937,0.89392,0.00601,0.00742,0.00112,0.00101,0.47431,0.01601,0.02576,0.32851,0.84198,0.0083622,0.0083622,0.0083622
42,2374.21,0.62218,0.00998,0.0186,0.41125,0.93029,0.96116,0.93838,0.9792,0.89322,0.00648,0.00763,0.00108,0.00097,0.48189,0.01598,0.03152,0.3339,0.84594,0.00828443,0.00828443,0.00828443
43,2427.2,0.62296,0.01063,0.02004,0.4115,0.92824,0.96011,0.9332,0.9791,0.89634,0.00593,0.00699,0.00111,0.00099,0.46404,0.01679,0.02822,0.33045,0.84062,0.00820525,0.00820525,0.00820525
44,2478.68,0.61703,0.0104,0.01894,0.40783,0.92623,0.95317,0.94,0.9819,0.89606,0.00595,0.00742,0.00117,0.001,0.46391,0.01844,0.02982,0.32901,0.84213,0.00812468,0.00812468,0.00812468
45,2530.26,0.6123,0.00989,0.01846,0.4058,0.92644,0.95125,0.94216,0.98098,0.89731,0.00596,0.00742,0.00111,0.00095,0.45833,0.01994,0.03319,0.32702,0.84057,0.00804277,0.00804277,0.00804277
46,2581.9,0.61501,0.01097,0.01834,0.40521,0.92633,0.95265,0.94089,0.97958,0.89372,0.00641,0.00763,0.0012,0.00108,0.47467,0.01767,0.02856,0.32793,0.84354,0.00795954,0.00795954,0.00795954
47,2633.49,0.60601,0.00956,0.01803,0.40314,0.92581,0.9602,0.93535,0.98101,0.89629,0.00616,0.00763,0.00127,0.00114,0.46743,0.01641,0.02551,0.32456,0.83937,0.00787503,0.00787503,0.00787503
48,2684.27,0.6054,0.0094,0.01834,0.40009,0.9229,0.95467,0.94174,0.98197,0.89829,0.00642,0.00784,0.00124,0.0011,0.45741,0.01338,0.01982,0.31367,0.83626,0.00778929,0.00778929,0.00778929
49,2736.54,0.60609,0.00868,0.01677,0.40216,0.92626,0.95424,0.94068,0.98074,0.89212,0.00609,0.00699,0.0012,0.00106,0.48003,0.01906,0.02954,0.3217,0.84072,0.00770234,0.00770234,0.00770234
50,2788.91,0.60447,0.00928,0.01816,0.3991,0.92553,0.95315,0.94131,0.98104,0.89867,0.00557,0.00699,0.00124,0.00103,0.46404,0.02126,0.0333,0.31675,0.83964,0.00761423,0.00761423,0.00761423
51,2841.93,0.59922,0.00952,0.01759,0.3973,0.92158,0.95835,0.94096,0.98153,0.89979,0.00497,0.00614,0.00133,0.00117,0.45489,0.01822,0.03057,0.31383,0.83753,0.007525,0.007525,0.007525
52,2894.95,0.59926,0.00907,0.01705,0.39398,0.92244,0.95878,0.93631,0.98197,0.90193,0.00593,0.0072,0.00129,0.0011,0.4524,0.01685,0.03078,0.31298,0.83831,0.00743468,0.00743468,0.00743468
53,2947.93,0.58975,0.00976,0.01661,0.39256,0.91996,0.95164,0.94703,0.98264,0.90054,0.00618,0.00699,0.00125,0.00111,0.45595,0.01515,0.02771,0.31015,0.83973,0.00734332,0.00734332,0.00734332
54,2997.49,0.59221,0.00968,0.01699,0.39157,0.92188,0.95232,0.94364,0.98349,0.9011,0.00634,0.00742,0.00123,0.00106,0.45541,0.01597,0.02681,0.31033,0.83769,0.00725094,0.00725094,0.00725094
55,3047.1,0.59055,0.00875,0.01608,0.38822,0.91864,0.9579,0.94492,0.98312,0.90381,0.00676,0.00805,0.00136,0.00123,0.4547,0.01477,0.02402,0.30673,0.83591,0.00715761,0.00715761,0.00715761
56,3096.34,0.59298,0.00913,0.0174,0.39259,0.91933,0.95951,0.93814,0.9823,0.90267,0.00621,0.00763,0.00133,0.0011,0.45317,0.01857,0.02982,0.30917,0.83632,0.00706335,0.00706335,0.00706335
57,3146.63,0.58242,0.009,0.01707,0.38354,0.91558,0.95802,0.93814,0.9815,0.90094,0.00601,0.0072,0.00128,0.00114,0.45195,0.01786,0.02852,0.3094,0.83532,0.0069682,0.0069682,0.0069682
58,3197.23,0.5878,0.00874,0.0148,0.38534,0.91911,0.95738,0.94131,0.98195,0.90283,0.00647,0.00742,0.00141,0.00127,0.44838,0.01681,0.02617,0.30636,0.83479,0.00687222,0.00687222,0.00687222
59,3246.68,0.58403,0.00865,0.01645,0.38525,0.91681,0.95885,0.94289,0.9829,0.90333,0.00644,0.00784,0.00141,0.00127,0.44958,0.01346,0.02191,0.30504,0.83405,0.00677543,0.00677543,0.00677543
60,3298.37,0.58294,0.00825,0.01651,0.38408,0.91548,0.9577,0.9411,0.98158,0.90455,0.00717,0.00847,0.00138,0.00125,0.44217,0.01388,0.0242,0.30428,0.83376,0.00667789,0.00667789,0.00667789
61,3349.05,0.58158,0.00847,0.01664,0.38119,0.91617,0.95701,0.94089,0.9813,0.90449,0.00676,0.00826,0.00137,0.00122,0.43698,0.01652,0.03078,0.30437,0.83349,0.00657963,0.00657963,0.00657963
62,3401.72,0.58073,0.00801,0.01548,0.37861,0.9153,0.95856,0.94153,0.98218,0.90388,0.00666,0.00805,0.00143,0.00127,0.44263,0.01728,0.03165,0.30088,0.83485,0.00648071,0.00648071,0.00648071
63,3455.72,0.57808,0.00756,0.01513,0.37747,0.91435,0.9515,0.94761,0.98308,0.90647,0.0072,0.00826,0.00149,0.00138,0.44175,0.01394,0.02407,0.29657,0.83507,0.00638115,0.00638115,0.00638115
64,3507.17,0.5759,0.0085,0.01685,0.37567,0.91218,0.95417,0.94825,0.98252,0.90746,0.00682,0.00805,0.00146,0.00131,0.44199,0.01425,0.02551,0.29583,0.83452,0.00628101,0.00628101,0.00628101
65,3560.12,0.57136,0.00798,0.01588,0.3764,0.91374,0.95144,0.95058,0.98364,0.90665,0.007,0.00805,0.0014,0.00127,0.44018,0.01275,0.02014,0.29342,0.83221,0.00618034,0.00618034,0.00618034
66,3615.49,0.57274,0.00769,0.01506,0.37558,0.91278,0.95387,0.95062,0.98427,0.90726,0.0074,0.00847,0.00144,0.00128,0.44002,0.01302,0.01964,0.29217,0.8317,0.00607916,0.00607916,0.00607916
67,3667.2,0.57136,0.0079,0.01478,0.37297,0.9111,0.9544,0.94809,0.98314,0.90722,0.00667,0.00784,0.00139,0.00126,0.43874,0.01513,0.02195,0.29692,0.83215,0.00597754,0.00597754,0.00597754
68,3720.16,0.57068,0.00752,0.01565,0.37235,0.91248,0.95718,0.94712,0.9828,0.90592,0.00679,0.00763,0.00138,0.00124,0.44074,0.01609,0.02694,0.29903,0.83228,0.00587551,0.00587551,0.00587551
69,3770.04,0.56819,0.00795,0.01498,0.37218,0.90896,0.95442,0.94936,0.98286,0.90635,0.00659,0.00763,0.0014,0.00125,0.43951,0.01597,0.02609,0.29696,0.83235,0.00577311,0.00577311,0.00577311
70,3819.94,0.56429,0.00795,0.01578,0.36724,0.9076,0.95328,0.95102,0.98343,0.90647,0.00676,0.00805,0.00143,0.00126,0.44103,0.01578,0.02498,0.29516,0.83247,0.0056704,0.0056704,0.0056704
71,3871.08,0.56186,0.00773,0.01426,0.36534,0.91017,0.95698,0.94576,0.9829,0.90633,0.00678,0.00805,0.00145,0.00127,0.43834,0.0165,0.02828,0.29654,0.83234,0.00556742,0.00556742,0.00556742
72,3920.31,0.55951,0.00761,0.0156,0.36716,0.90871,0.95353,0.94936,0.98299,0.90684,0.00667,0.00784,0.00146,0.00125,0.436,0.01633,0.02946,0.29805,0.83168,0.00546421,0.00546421,0.00546421
73,3974.35,0.55991,0.00776,0.01513,0.36479,0.9091,0.95053,0.95042,0.98248,0.90848,0.00675,0.00805,0.00146,0.00127,0.43204,0.01596,0.03243,0.29702,0.83114,0.00536081,0.00536081,0.00536081
74,4029.89,0.55894,0.00731,0.01495,0.36211,0.90993,0.96136,0.94089,0.9833,0.90863,0.00673,0.00805,0.00144,0.00124,0.42852,0.01537,0.03157,0.29511,0.8304,0.00525728,0.00525728,0.00525728
75,4082.45,0.55461,0.00737,0.01473,0.36014,0.90633,0.96335,0.94109,0.9829,0.90867,0.00738,0.00784,0.00144,0.00124,0.4288,0.01511,0.03175,0.29405,0.83035,0.00515366,0.00515366,0.00515366
76,4132.4,0.55877,0.00717,0.01434,0.36384,0.90758,0.96295,0.94172,0.9829,0.90906,0.0074,0.00784,0.00144,0.00128,0.42903,0.01448,0.02936,0.29275,0.82962,0.00505,0.00505,0.00505
77,4182.99,0.55374,0.00772,0.01518,0.35767,0.90554,0.95982,0.94633,0.98323,0.90948,0.00707,0.00826,0.00144,0.00127,0.4285,0.01401,0.02835,0.29182,0.82873,0.00494634,0.00494634,0.00494634
78,4233.54,0.55312,0.00677,0.01439,0.35879,0.90669,0.96188,0.94343,0.98398,0.91068,0.00726,0.00805,0.00147,0.00131,0.42663,0.01421,0.02948,0.29016,0.82804,0.00484272,0.00484272,0.00484272
79,4286.74,0.54831,0.00729,0.01414,0.35573,0.90629,0.96178,0.94365,0.98391,0.9105,0.00724,0.00805,0.00148,0.00131,0.42539,0.01486,0.02925,0.28938,0.82732,0.00473919,0.00473919,0.00473919
80,4338.4,0.54858,0.00718,0.01451,0.35665,0.90669,0.96011,0.94449,0.98396,0.91107,0.00751,0.00784,0.0015,0.00135,0.42553,0.01441,0.02835,0.28851,0.82738,0.00463579,0.00463579,0.00463579
81,4390.89,0.54518,0.00672,0.01424,0.35232,0.90301,0.96222,0.94427,0.98463,0.91182,0.00735,0.00763,0.00152,0.00133,0.42552,0.01471,0.02819,0.28698,0.82783,0.00453258,0.00453258,0.00453258
82,4441.37,0.54367,0.00684,0.01373,0.35382,0.90218,0.9585,0.94661,0.98438,0.91249,0.00739,0.00763,0.00152,0.00133,0.42416,0.01541,0.02949,0.28586,0.82805,0.0044296,0.0044296,0.0044296
83,4492.16,0.54172,0.00692,0.01461,0.34883,0.90324,0.9605,0.94597,0.98344,0.91265,0.00758,0.00784,0.00155,0.00135,0.42418,0.0155,0.03089,0.28455,0.82793,0.00432689,0.00432689,0.00432689
84,4543.02,0.53674,0.0066,0.01379,0.35006,0.90244,0.96256,0.9447,0.98421,0.9134,0.00736,0.00805,0.00157,0.00136,0.42484,0.01605,0.03291,0.28469,0.82783,0.00422449,0.00422449,0.00422449
85,4594.32,0.53889,0.00647,0.01333,0.34826,0.90289,0.96223,0.94446,0.98426,0.91372,0.00752,0.00784,0.00161,0.00138,0.42392,0.01592,0.0338,0.28451,0.82728,0.00412246,0.00412246,0.00412246
86,4648.04,0.53974,0.00644,0.01333,0.34822,0.90202,0.96304,0.94364,0.98453,0.91402,0.0076,0.00763,0.00162,0.00139,0.42249,0.01591,0.03411,0.28391,0.82668,0.00402084,0.00402084,0.00402084
87,4699.77,0.53753,0.00617,0.01357,0.34773,0.90323,0.96246,0.94513,0.98426,0.91422,0.00759,0.00763,0.00163,0.00139,0.42218,0.01595,0.03427,0.28387,0.82665,0.00391966,0.00391966,0.00391966
88,4751.32,0.53503,0.00684,0.01296,0.34711,0.90113,0.95927,0.94915,0.98433,0.91444,0.00761,0.00763,0.00164,0.00141,0.4214,0.01633,0.0348,0.28348,0.82633,0.00381899,0.00381899,0.00381899
89,4802.98,0.53075,0.0059,0.01291,0.34452,0.90042,0.96002,0.94915,0.9843,0.91483,0.00754,0.00784,0.00166,0.00142,0.4214,0.01603,0.03528,0.28295,0.8265,0.00371885,0.00371885,0.00371885
90,4855.19,0.52716,0.00625,0.01247,0.33954,0.89733,0.96023,0.94915,0.98436,0.91456,0.00752,0.00784,0.00166,0.0014,0.42053,0.01605,0.03548,0.28209,0.82654,0.00361929,0.00361929,0.00361929
91,4906.95,0.52952,0.00621,0.01201,0.34274,0.89928,0.96117,0.94925,0.98436,0.91457,0.00748,0.00784,0.00167,0.0014,0.42009,0.01629,0.03578,0.28138,0.82664,0.00352037,0.00352037,0.00352037
92,4960.62,0.52959,0.00631,0.01197,0.33858,0.90105,0.95712,0.95061,0.98429,0.91448,0.00736,0.00805,0.00167,0.0014,0.41992,0.0163,0.03496,0.28117,0.82685,0.00342211,0.00342211,0.00342211
93,5011.83,0.52354,0.00609,0.01212,0.33805,0.89614,0.95691,0.9504,0.98425,0.91482,0.00735,0.00805,0.00167,0.00141,0.4198,0.016,0.03445,0.28065,0.82701,0.00332457,0.00332457,0.00332457
94,5064.8,0.52154,0.0059,0.01336,0.33952,0.89532,0.95735,0.95104,0.98441,0.91498,0.00772,0.00805,0.00167,0.00141,0.41947,0.01605,0.03421,0.27991,0.82684,0.00322778,0.00322778,0.00322778
95,5117.05,0.52028,0.00594,0.01264,0.33536,0.89514,0.95657,0.95085,0.98432,0.91505,0.00754,0.00784,0.00168,0.00143,0.41895,0.0159,0.03383,0.27979,0.82681,0.0031318,0.0031318,0.0031318
96,5170.65,0.52231,0.00587,0.01237,0.33811,0.89719,0.95705,0.95064,0.98466,0.9154,0.00758,0.00784,0.00169,0.00143,0.41835,0.01592,0.03336,0.27946,0.82667,0.00303665,0.00303665,0.00303665
97,5223.66,0.51643,0.00592,0.01275,0.33184,0.89369,0.95884,0.95042,0.98474,0.91543,0.00758,0.00784,0.00168,0.00143,0.41832,0.01598,0.03359,0.2792,0.82677,0.00294239,0.00294239,0.00294239
98,5278.01,0.51369,0.00579,0.01171,0.3311,0.89318,0.95947,0.95064,0.98489,0.91546,0.00758,0.00784,0.00169,0.00143,0.41782,0.01581,0.03307,0.27905,0.82673,0.00284906,0.00284906,0.00284906
99,5330.73,0.51226,0.0055,0.01202,0.33034,0.89388,0.96111,0.94958,0.98492,0.91592,0.00758,0.00784,0.00169,0.00143,0.4175,0.01589,0.03343,0.27869,0.82676,0.00275668,0.00275668,0.00275668
100,5384.62,0.50986,0.00551,0.012,0.32705,0.89263,0.95925,0.95,0.98444,0.91598,0.00757,0.00784,0.00169,0.00143,0.4175,0.01604,0.03373,0.27874,0.82691,0.00266532,0.00266532,0.00266532
101,5438.26,0.50807,0.00611,0.01221,0.32569,0.89091,0.95837,0.95099,0.98453,0.91607,0.00736,0.00763,0.0017,0.00145,0.41732,0.01604,0.03385,0.2787,0.82677,0.002575,0.002575,0.002575
102,5487.69,0.50953,0.00514,0.01144,0.32716,0.89174,0.95834,0.9504,0.98467,0.91625,0.00735,0.00763,0.0017,0.00144,0.41703,0.01608,0.03396,0.27825,0.82661,0.00248577,0.00248577,0.00248577
103,5538.02,0.51091,0.00552,0.01212,0.32854,0.8926,0.95809,0.94932,0.9843,0.91622,0.00733,0.00763,0.00172,0.00145,0.41676,0.0161,0.03407,0.27792,0.8265,0.00239766,0.00239766,0.00239766
104,5591.91,0.50626,0.00514,0.01147,0.32627,0.89133,0.95813,0.95015,0.98452,0.91624,0.00722,0.00763,0.00172,0.00145,0.41645,0.01611,0.03412,0.27772,0.82625,0.00231071,0.00231071,0.00231071
105,5648.23,0.50778,0.00578,0.01188,0.32405,0.89136,0.95874,0.94936,0.9844,0.91631,0.00724,0.00763,0.00172,0.00144,0.41627,0.0162,0.03452,0.27727,0.8262,0.00222497,0.00222497,0.00222497
106,5703.12,0.50621,0.00537,0.01154,0.32186,0.89072,0.95971,0.94879,0.98441,0.91627,0.00698,0.00763,0.00173,0.00144,0.41623,0.01626,0.03488,0.27703,0.82627,0.00214046,0.00214046,0.00214046
107,5759.31,0.50093,0.0054,0.0119,0.31892,0.88822,0.95982,0.94852,0.98438,0.91643,0.00698,0.00763,0.00173,0.00144,0.41655,0.01669,0.03508,0.27667,0.82644,0.00205723,0.00205723,0.00205723
108,5813.99,0.50707,0.00499,0.01121,0.32636,0.89239,0.95958,0.94958,0.98447,0.91626,0.00697,0.00763,0.00173,0.00144,0.41666,0.01692,0.03553,0.27649,0.8264,0.00197532,0.00197532,0.00197532
109,5868.75,0.49692,0.00489,0.01127,0.31904,0.88711,0.96053,0.94858,0.98433,0.91643,0.00671,0.00742,0.00173,0.00143,0.41699,0.01717,0.03546,0.27614,0.82657,0.00189475,0.00189475,0.00189475
110,5920.55,0.49024,0.00497,0.01083,0.31542,0.88617,0.96025,0.94852,0.98425,0.91647,0.00663,0.0072,0.00173,0.00143,0.41682,0.01753,0.03554,0.27634,0.82644,0.00181557,0.00181557,0.00181557
111,5976.34,0.49276,0.0051,0.01145,0.31509,0.88636,0.95887,0.94979,0.98422,0.91646,0.00652,0.0072,0.00173,0.00143,0.41669,0.01756,0.03563,0.27609,0.8264,0.0017378,0.0017378,0.0017378
112,6034,0.49689,0.00483,0.01099,0.31507,0.88896,0.95835,0.95072,0.98432,0.91626,0.00654,0.0072,0.00174,0.00144,0.41658,0.0176,0.03575,0.27591,0.82638,0.00166149,0.00166149,0.00166149
113,6092.4,0.49583,0.00491,0.011,0.31654,0.88794,0.95776,0.95106,0.9845,0.91641,0.00671,0.00742,0.00174,0.00144,0.41639,0.01756,0.0356,0.27572,0.8263,0.00158667,0.00158667,0.00158667
114,6145.27,0.4886,0.00483,0.01018,0.3117,0.88541,0.95616,0.95181,0.98448,0.91637,0.00666,0.00742,0.00174,0.00144,0.41646,0.01756,0.03582,0.27578,0.82634,0.00151336,0.00151336,0.00151336
115,6198.15,0.49104,0.00501,0.01078,0.31456,0.88768,0.95617,0.95214,0.98449,0.91641,0.00667,0.00742,0.00175,0.00144,0.41649,0.0175,0.03563,0.27553,0.82641,0.00144161,0.00144161,0.00144161
116,6251.79,0.48699,0.00459,0.01027,0.31095,0.88445,0.95658,0.95233,0.98453,0.91679,0.00666,0.00742,0.00175,0.00145,0.4164,0.01711,0.03548,0.27529,0.82639,0.00137143,0.00137143,0.00137143
117,6306.12,0.4873,0.00494,0.01068,0.31064,0.88524,0.9595,0.94861,0.98455,0.91672,0.0068,0.00763,0.00175,0.00143,0.41616,0.01715,0.03549,0.27513,0.82632,0.00130287,0.00130287,0.00130287
118,6358.78,0.48737,0.00459,0.01056,0.30909,0.88556,0.9595,0.94861,0.98456,0.91682,0.00675,0.00763,0.00176,0.00144,0.41605,0.01716,0.03551,0.27514,0.82633,0.00123596,0.00123596,0.00123596
