epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
91,5387.03,0.43432,0.0028,0.00265,0.26533,0.84899,0.97329,0.97395,0.99242,0.92541,0.02859,0.02776,0.00072,0.00072,0.36215,0.00208,0.00021,0.2105,0.78756,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037
92,5447.68,0.43302,0.00295,0.00274,0.26436,0.84699,0.97305,0.97429,0.99242,0.92478,0.02861,0.02776,0.00072,0.00072,0.36173,0.00207,0.0002,0.21002,0.78759,0.0102663,0.00342211,0.0102663,0.00342211,0.0102663,0.00342211,0.0102663,0.00342211
93,5505.15,0.42631,0.00309,0.00225,0.26067,0.84792,0.97176,0.97549,0.99247,0.92479,0.02859,0.02776,0.00072,0.00072,0.36121,0.00207,0.0002,0.21003,0.78731,0.00997371,0.00332457,0.00997371,0.00332457,0.00997371,0.00332457,0.00997371,0.00332457
94,5563.34,0.4246,0.00285,0.00231,0.26076,0.84651,0.97176,0.97498,0.99245,0.92483,0.02861,0.02776,0.00072,0.00072,0.36098,0.00205,0.0002,0.20989,0.78734,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778
95,5620.84,0.42679,0.00231,0.00179,0.26051,0.84799,0.97143,0.97515,0.9925,0.92479,0.02862,0.02776,0.00072,0.00072,0.36091,0.00203,0.00019,0.20992,0.7874,0.00939539,0.0031318,0.00939539,0.0031318,0.00939539,0.0031318,0.00939539,0.0031318
96,5678.05,0.42412,0.00272,0.00229,0.25849,0.84755,0.97115,0.97503,0.99251,0.92491,0.02863,0.02776,0.00072,0.00072,0.36073,0.00203,0.00018,0.20975,0.78744,0.00910996,0.00303665,0.00910996,0.00303665,0.00910996,0.00303665,0.00910996,0.00303665
97,5736.28,0.42466,0.00257,0.00217,0.25742,0.84764,0.97131,0.97549,0.99253,0.92492,0.0286,0.02776,0.00072,0.00072,0.36076,0.00202,0.00018,0.20907,0.78746,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239
98,5791.69,0.42076,0.00254,0.00211,0.25582,0.84539,0.97148,0.97532,0.99248,0.92485,0.0286,0.02776,0.00072,0.00072,0.36069,0.00203,0.00018,0.20862,0.78747,0.00854717,0.00284906,0.00854717,0.00284906,0.00854717,0.00284906,0.00854717,0.00284906
99,5840.79,0.41987,0.00255,0.0024,0.25578,0.84673,0.97214,0.97476,0.99248,0.92492,0.02857,0.02776,0.00072,0.00072,0.36011,0.00203,0.00018,0.2083,0.78739,0.00827005,0.00275668,0.00827005,0.00275668,0.00827005,0.00275668,0.00827005,0.00275668
100,5889.05,0.41682,0.00251,0.00232,0.25386,0.84525,0.97159,0.97549,0.9925,0.92496,0.02859,0.02776,0.00072,0.00072,0.35963,0.00203,0.00018,0.20797,0.78737,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532
101,5937.26,0.41641,0.00238,0.00193,0.25371,0.84505,0.97145,0.97584,0.99246,0.92496,0.0286,0.02776,0.00072,0.00072,0.359,0.00202,0.00018,0.20823,0.78737,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
102,5985.41,0.41476,0.00227,0.00171,0.25212,0.84524,0.97199,0.97516,0.99247,0.92494,0.0286,0.02776,0.00072,0.00072,0.35881,0.00201,0.00017,0.20839,0.78734,0.0074573,0.00248577,0.0074573,0.00248577,0.0074573,0.00248577,0.0074573,0.00248577
103,6034.36,0.41648,0.00213,0.0017,0.25416,0.84565,0.97222,0.97549,0.9925,0.92522,0.02861,0.02776,0.00072,0.00072,0.35835,0.00201,0.00017,0.20795,0.78727,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766
104,6083.9,0.41456,0.00255,0.0024,0.25201,0.84637,0.97246,0.97584,0.99251,0.92511,0.02862,0.02776,0.00072,0.00072,0.35823,0.00201,0.00017,0.20785,0.78724,0.00693214,0.00231071,0.00693214,0.00231071,0.00693214,0.00231071,0.00693214,0.00231071
105,6133.03,0.41234,0.00245,0.00204,0.25059,0.84366,0.97266,0.97554,0.99252,0.92513,0.02862,0.02776,0.00072,0.00072,0.35796,0.00201,0.00017,0.2076,0.78716,0.0066749,0.00222497,0.0066749,0.00222497,0.0066749,0.00222497,0.0066749,0.00222497
106,6181.97,0.41121,0.00235,0.00177,0.25052,0.84361,0.97265,0.97508,0.99261,0.9253,0.02861,0.02776,0.00072,0.00072,0.35752,0.00201,0.00017,0.20758,0.78713,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046
107,6232.38,0.40941,0.00237,0.00216,0.24832,0.84503,0.97267,0.97572,0.99262,0.92531,0.02864,0.02776,0.00072,0.00072,0.35722,0.002,0.00017,0.20705,0.78712,0.0061717,0.00205723,0.0061717,0.00205723,0.0061717,0.00205723,0.0061717,0.00205723
108,6283.46,0.40725,0.00204,0.00172,0.24622,0.8439,0.97267,0.97607,0.99256,0.92533,0.02864,0.02776,0.00072,0.00072,0.35723,0.00201,0.00017,0.20697,0.78706,0.00592596,0.00197532,0.00592596,0.00197532,0.00592596,0.00197532,0.00592596,0.00197532
109,6334.47,0.40734,0.00228,0.00162,0.24653,0.84314,0.9724,0.97635,0.99262,0.92531,0.02864,0.02776,0.00072,0.00072,0.35698,0.002,0.00016,0.20673,0.78702,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475
110,6385.43,0.40841,0.00219,0.00184,0.24739,0.84323,0.97239,0.97618,0.99256,0.92539,0.02865,0.02776,0.00072,0.00072,0.35667,0.00199,0.00016,0.20678,0.78697,0.0054467,0.00181557,0.0054467,0.00181557,0.0054467,0.00181557,0.0054467,0.00181557
111,6436.31,0.40594,0.00224,0.00205,0.24469,0.84246,0.9721,0.97618,0.99256,0.9254,0.02865,0.02776,0.00072,0.00072,0.35641,0.00198,0.00016,0.20642,0.78693,0.00521341,0.0017378,0.00521341,0.0017378,0.00521341,0.0017378,0.00521341,0.0017378
112,6489.25,0.40533,0.00205,0.00204,0.24505,0.84284,0.97202,0.97627,0.99255,0.92545,0.02866,0.02776,0.00072,0.00072,0.35626,0.00198,0.00016,0.20629,0.78691,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149
113,6542.98,0.40118,0.00223,0.00222,0.24263,0.84197,0.9712,0.97662,0.99255,0.92546,0.02867,0.02776,0.00072,0.00072,0.35601,0.00197,0.00016,0.20593,0.78689,0.00476,0.00158667,0.00476,0.00158667,0.00476,0.00158667,0.00476,0.00158667
114,6594.41,0.40103,0.00201,0.00155,0.24305,0.8435,0.97122,0.97652,0.99254,0.92533,0.02868,0.02776,0.00072,0.00072,0.35577,0.00198,0.00016,0.20586,0.7868,0.00454008,0.00151336,0.00454008,0.00151336,0.00454008,0.00151336,0.00454008,0.00151336
115,6645.44,0.40022,0.00206,0.00171,0.24181,0.84122,0.97103,0.97635,0.99253,0.92544,0.02868,0.02776,0.00072,0.00072,0.35534,0.00197,0.00016,0.20579,0.78673,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161
116,6696.69,0.39397,0.00243,0.00215,0.23863,0.83918,0.97075,0.97618,0.9925,0.92542,0.02867,0.02776,0.00072,0.00072,0.35498,0.00197,0.00016,0.2057,0.78663,0.0041143,0.00137143,0.0041143,0.00137143,0.0041143,0.00137143,0.0041143,0.00137143
117,6747.7,0.39532,0.00195,0.00155,0.23688,0.83988,0.97103,0.97641,0.99264,0.92545,0.02869,0.02776,0.00072,0.00072,0.35468,0.00197,0.00016,0.20584,0.78655,0.00390862,0.00130287,0.00390862,0.00130287,0.00390862,0.00130287,0.00390862,0.00130287
118,6798.82,0.39752,0.00207,0.00189,0.2407,0.84141,0.97103,0.97647,0.99265,0.92541,0.02871,0.02776,0.00072,0.00072,0.35468,0.00196,0.00016,0.20571,0.7865,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596
119,6851.06,0.39163,0.00197,0.00178,0.23652,0.8376,0.9711,0.97635,0.99253,0.92542,0.02871,0.02776,0.00072,0.00072,0.35458,0.00196,0.00016,0.20566,0.7864,0.00351215,0.00117072,0.00351215,0.00117072,0.00351215,0.00117072,0.00351215,0.00117072
120,6903.57,0.39612,0.0021,0.00205,0.23822,0.84239,0.97136,0.97635,0.99252,0.92551,0.02871,0.02776,0.00072,0.00072,0.35445,0.00196,0.00017,0.20545,0.78638,0.00332153,0.00110718,0.00332153,0.00110718,0.00332153,0.00110718,0.00332153,0.00110718
121,6955.27,0.39112,0.00209,0.00199,0.23615,0.8393,0.9713,0.97618,0.99253,0.92556,0.02872,0.02776,0.00072,0.00072,0.35425,0.00196,0.00017,0.20506,0.78634,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537
122,7006.33,0.38986,0.00201,0.0018,0.2356,0.83884,0.97163,0.97618,0.99266,0.92566,0.02872,0.02776,0.00072,0.00072,0.35427,0.00196,0.00017,0.20514,0.78629,0.00295593,0.000985311,0.00295593,0.000985311,0.00295593,0.000985311,0.00295593,0.000985311
123,7057.62,0.39037,0.00199,0.00187,0.23606,0.83929,0.97136,0.97618,0.99267,0.92551,0.02875,0.02776,0.00072,0.00072,0.35438,0.00195,0.00017,0.2047,0.7863,0.00278112,0.00092704,0.00278112,0.00092704,0.00278112,0.00092704,0.00278112,0.00092704
124,7108.7,0.39083,0.00183,0.00191,0.23419,0.83836,0.97135,0.97618,0.99256,0.92552,0.02875,0.02776,0.00072,0.00072,0.35469,0.00195,0.00017,0.20447,0.7866,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577
125,7159.81,0.38766,0.00171,0.00163,0.23437,0.83746,0.97115,0.97635,0.99269,0.9256,0.02877,0.02776,0.00072,0.00072,0.35449,0.00194,0.00017,0.2042,0.78657,0.00244784,0.000815947,0.00244784,0.000815947,0.00244784,0.000815947,0.00244784,0.000815947
126,7210.86,0.38223,0.00179,0.00194,0.23173,0.83571,0.97125,0.97635,0.99269,0.92555,0.02878,0.02776,0.00072,0.00072,0.35411,0.00194,0.00017,0.20445,0.78619,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174
127,7262.08,0.38913,0.00204,0.00178,0.23437,0.83717,0.97103,0.97646,0.99269,0.92604,0.02878,0.02776,0.00073,0.00073,0.35417,0.00194,0.00018,0.20429,0.78646,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282
128,7313.18,0.38329,0.00193,0.00183,0.23199,0.83625,0.97086,0.97637,0.99268,0.92546,0.02878,0.02776,0.00073,0.00073,0.354,0.00193,0.00018,0.20417,0.78643,0.00198988,0.000663292,0.00198988,0.000663292,0.00198988,0.000663292,0.00198988,0.000663292
129,7364.21,0.38402,0.00206,0.00165,0.23135,0.83752,0.97086,0.97648,0.99269,0.92554,0.02878,0.02776,0.00073,0.00073,0.35382,0.00193,0.00017,0.20394,0.78638,0.00184868,0.000616227,0.00184868,0.000616227,0.00184868,0.000616227,0.00184868,0.000616227
130,7415.19,0.38483,0.00195,0.00158,0.23193,0.83845,0.97093,0.97618,0.99269,0.9262,0.02877,0.02776,0.00073,0.00073,0.35373,0.00193,0.00018,0.2036,0.78636,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106
131,7465.62,0.38536,0.00179,0.00141,0.23008,0.83678,0.97086,0.97628,0.99269,0.92616,0.02877,0.02776,0.00073,0.00073,0.35362,0.00193,0.00018,0.20356,0.7863,0.00158385,0.00052795,0.00158385,0.00052795,0.00158385,0.00052795,0.00158385,0.00052795
132,7513.28,0.37963,0.00171,0.00178,0.22775,0.83729,0.97086,0.97623,0.99269,0.92546,0.02876,0.02776,0.00073,0.00073,0.35355,0.00192,0.00018,0.20356,0.78629,0.00146033,0.000486777,0.00146033,0.000486777,0.00146033,0.000486777,0.00146033,0.000486777
133,7561.01,0.38474,0.00183,0.00178,0.23102,0.83812,0.97095,0.97618,0.99269,0.92552,0.02881,0.02776,0.00073,0.00073,0.35359,0.00194,0.00016,0.2036,0.78626,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606
134,7608.7,0.38039,0.00186,0.00166,0.22958,0.83859,0.97115,0.97618,0.99268,0.92619,0.02877,0.02776,0.00073,0.00073,0.35346,0.00193,0.00019,0.20357,0.78624,0.00123136,0.000410454,0.00123136,0.000410454,0.00123136,0.000410454,0.00123136,0.000410454
135,7656.51,0.37913,0.00198,0.00197,0.2271,0.83636,0.9712,0.97618,0.99269,0.92626,0.02881,0.02776,0.00073,0.00073,0.35339,0.00193,0.00016,0.20335,0.78623,0.00112601,0.000375337,0.00112601,0.000375337,0.00112601,0.000375337,0.00112601,0.000375337
136,7704.25,0.3843,0.0019,0.00161,0.22887,0.83635,0.97117,0.97618,0.99269,0.9262,0.02882,0.02776,0.00073,0.00073,0.35328,0.00193,0.00016,0.20311,0.78621,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227
137,7751.86,0.37653,0.00174,0.00176,0.22638,0.83384,0.97092,0.97669,0.99269,0.92614,0.02881,0.02776,0.00073,0.00073,0.35319,0.00192,0.00016,0.20316,0.78616,0.000933805,0.000311268,0.000933805,0.000311268,0.000933805,0.000311268,0.000933805,0.000311268
138,7799.59,0.3767,0.00171,0.00172,0.22761,0.83632,0.97135,0.97633,0.99269,0.92625,0.02881,0.02776,0.00073,0.00073,0.35315,0.00192,0.00016,0.203,0.78618,0.000847036,0.000282345,0.000847036,0.000282345,0.000847036,0.000282345,0.000847036,0.000282345
139,7847.41,0.37723,0.002,0.0019,0.22723,0.83585,0.97103,0.9766,0.9927,0.92632,0.02881,0.02776,0.00073,0.00073,0.353,0.00191,0.00016,0.20297,0.78615,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513
140,7895.17,0.37952,0.00186,0.00191,0.22719,0.83739,0.97086,0.97636,0.99262,0.92614,0.02881,0.02776,0.00073,0.00073,0.353,0.00191,0.00016,0.20286,0.78617,0.000692353,0.000230784,0.000692353,0.000230784,0.000692353,0.000230784,0.000692353,0.000230784
141,7970.95,0.31882,0.00109,0.00024,0.1858,0.79463,0.97103,0.97662,0.9927,0.92633,0.02881,0.02776,0.00073,0.00073,0.3528,0.00191,0.00016,0.20247,0.78612,0.000624508,0.000208169,0.000624508,0.000208169,0.000624508,0.000208169,0.000624508,0.000208169
142,8018.77,0.31687,0.00109,0.00042,0.18315,0.7937,0.97134,0.97635,0.99263,0.92628,0.02881,0.02776,0.00073,0.00073,0.35266,0.00191,0.00015,0.20238,0.78608,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678
143,8066.48,0.31409,0.00108,0.00018,0.18221,0.79294,0.97097,0.97635,0.99262,0.9262,0.02882,0.02776,0.00073,0.00073,0.35242,0.00191,0.00016,0.2025,0.786,0.000507959,0.00016932,0.000507959,0.00016932,0.000507959,0.00016932,0.000507959,0.00016932
144,8114.34,0.31294,0.00102,0.00041,0.18176,0.79383,0.97086,0.97654,0.99269,0.92622,0.02883,0.02776,0.00073,0.00073,0.35262,0.00191,0.00015,0.20218,0.78598,0.000459306,0.000153102,0.000459306,0.000153102,0.000459306,0.000153102,0.000459306,0.000153102
145,8162.09,0.30965,0.0011,0.00013,0.18028,0.79159,0.97108,0.97652,0.99269,0.92629,0.02882,0.02776,0.00073,0.00073,0.35253,0.00191,0.00015,0.20243,0.78596,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032
146,8209.83,0.30992,0.001,0.00017,0.17989,0.78988,0.9711,0.97652,0.99269,0.92626,0.02884,0.02776,0.00073,0.00073,0.35248,0.00191,0.00015,0.2022,0.78597,0.00038135,0.000127117,0.00038135,0.000127117,0.00038135,0.000127117,0.00038135,0.000127117
147,8257.57,0.31104,0.00101,0.00019,0.1797,0.79165,0.97114,0.97652,0.99269,0.92628,0.02885,0.02776,0.00073,0.00073,0.35203,0.00191,0.00015,0.20225,0.7856,0.000352081,0.00011736,0.000352081,0.00011736,0.000352081,0.00011736,0.000352081,0.00011736
148,8305.23,0.30879,0.00104,0.00031,0.17958,0.79176,0.97125,0.97652,0.99268,0.9264,0.02883,0.02776,0.00073,0.00073,0.35205,0.00191,0.00015,0.20226,0.78557,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768
149,8352.93,0.30846,0.00106,0.0003,0.17959,0.79169,0.97126,0.97652,0.99269,0.92629,0.02884,0.02776,0.00073,0.00073,0.35201,0.00191,0.00015,0.20199,0.78557,0.000313026,0.000104342,0.000313026,0.000104342,0.000313026,0.000104342,0.000313026,0.000104342
150,8400.75,0.3103,0.00099,0.00013,0.17927,0.7913,0.97136,0.97651,0.99269,0.92627,0.02882,0.02776,0.00073,0.00073,0.35194,0.0019,0.00015,0.202,0.78555,0.000303257,0.000101086,0.000303257,0.000101086,0.000303257,0.000101086,0.000303257,0.000101086
