epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
107,6804.02,0.3907,0,0,0.23852,0.83931,0.97029,0.97315,0.99243,0.92963,0,0,0,0,0.32923,0,1e-05,0.19201,0.77949,0.0061717,0.00205723,0.0061717,0.00205723,0.0061717,0.00205723,0.0061717,0.00205723
108,6853.7,0.38827,0,0,0.2371,0.83843,0.97006,0.97302,0.99244,0.93004,0,0,0,0,0.32886,0,0,0.19188,0.77947,0.00592596,0.00197532,0.00592596,0.00197532,0.00592596,0.00197532,0.00592596,0.00197532
109,6906.74,0.38947,0,0,0.23876,0.83919,0.97327,0.96962,0.99243,0.9299,0,0,0,0,0.32834,0,0,0.19173,0.77943,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475
110,6960.83,0.38766,0,0,0.23686,0.83669,0.9701,0.97271,0.99242,0.92878,0,0,0,0,0.32827,0,0,0.19144,0.77935,0.0054467,0.00181557,0.0054467,0.00181557,0.0054467,0.00181557,0.0054467,0.00181557
111,7016.25,0.38599,0,0,0.23558,0.83706,0.97014,0.97267,0.99243,0.92914,0,0,0,0,0.32816,0,0,0.1913,0.77935,0.00521341,0.0017378,0.00521341,0.0017378,0.00521341,0.0017378,0.00521341,0.0017378
112,7073.14,0.38396,0,0,0.23485,0.83674,0.96995,0.97249,0.9924,0.92864,0,0,0,0,0.32798,0,0,0.19124,0.77928,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149
113,7128.83,0.38396,0,0,0.23493,0.83743,0.96998,0.97249,0.99242,0.92929,0,0,0,0,0.32798,0,0,0.19089,0.77921,0.00476,0.00158667,0.00476,0.00158667,0.00476,0.00158667,0.00476,0.00158667
114,7185.42,0.38262,0,0,0.2335,0.83632,0.9699,0.97249,0.99239,0.92935,0,0,0,0,0.32785,0,0,0.19059,0.77915,0.00454008,0.00151336,0.00454008,0.00151336,0.00454008,0.00151336,0.00454008,0.00151336
115,7241.18,0.38232,0,0,0.2343,0.83704,0.96998,0.97232,0.99238,0.9294,0,0,0,0,0.32782,0,0,0.19045,0.77916,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161
116,7296.58,0.37893,0,0,0.23197,0.83798,0.96993,0.97255,0.9924,0.9293,0,0,0,0,0.32778,0,0,0.19024,0.7792,0.0041143,0.00137143,0.0041143,0.00137143,0.0041143,0.00137143,0.0041143,0.00137143
117,7353.8,0.37828,0,0,0.23078,0.83723,0.97059,0.972,0.99241,0.92923,0,0,0,0,0.32749,0,0,0.19015,0.77917,0.00390862,0.00130287,0.00390862,0.00130287,0.00390862,0.00130287,0.00390862,0.00130287
118,7406.27,0.37639,0,0,0.2289,0.83642,0.97019,0.97249,0.99242,0.92937,0,0,0,0,0.32729,0,0,0.18974,0.77916,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596
119,7459.02,0.37677,0,0,0.2302,0.83655,0.97074,0.97196,0.9924,0.92952,0,0,0,0,0.32719,0,0,0.18965,0.77918,0.00351215,0.00117072,0.00351215,0.00117072,0.00351215,0.00117072,0.00351215,0.00117072
120,7511.88,0.37757,0,0,0.23024,0.8357,0.97026,0.9722,0.99239,0.92945,0,0,0,0,0.32682,0,0,0.18969,0.77914,0.00332153,0.00110718,0.00332153,0.00110718,0.00332153,0.00110718,0.00332153,0.00110718
121,7565.05,0.3746,0,0,0.22795,0.8359,0.97038,0.97179,0.99235,0.92953,0,0,0,0,0.32669,0,0,0.18954,0.77912,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537
122,7618.67,0.37626,0,0,0.2288,0.83648,0.96977,0.97284,0.99236,0.93014,0,0,0,0,0.32651,0,0,0.18922,0.77912,0.00295593,0.000985311,0.00295593,0.000985311,0.00295593,0.000985311,0.00295593,0.000985311
123,7672.71,0.37388,0,0,0.22732,0.83493,0.9696,0.97299,0.99235,0.92946,0,0,0,0,0.3264,0,0,0.18919,0.77912,0.00278112,0.00092704,0.00278112,0.00092704,0.00278112,0.00092704,0.00278112,0.00092704
124,7726.95,0.37044,0,0,0.22611,0.83569,0.96952,0.97302,0.99233,0.93008,0,0,0,0,0.32629,0,0,0.18913,0.77904,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577
125,7779.96,0.3731,0,0,0.22696,0.83627,0.96954,0.97302,0.99235,0.93006,0,0,0,0,0.32602,0,0,0.18902,0.77901,0.00244784,0.000815947,0.00244784,0.000815947,0.00244784,0.000815947,0.00244784,0.000815947
126,7834.23,0.36712,0,0,0.22428,0.8332,0.97004,0.97267,0.99234,0.93015,0,0,0,0,0.32602,0,0,0.18896,0.779,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174
127,7887.67,0.37073,0,0,0.22423,0.8349,0.96994,0.97283,0.99233,0.93018,0,0,0,0,0.32596,0,0,0.18876,0.779,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282
128,7943.85,0.36822,0,0,0.22391,0.83568,0.96977,0.97301,0.99234,0.93079,0,0,0,0,0.32584,0,0,0.18858,0.77894,0.00198988,0.000663292,0.00198988,0.000663292,0.00198988,0.000663292,0.00198988,0.000663292
129,7999.7,0.36603,0,0,0.22235,0.8338,0.96978,0.97328,0.99233,0.93013,0,0,0,0,0.32582,0,0,0.18856,0.77895,0.00184868,0.000616227,0.00184868,0.000616227,0.00184868,0.000616227,0.00184868,0.000616227
130,8054.05,0.36548,0,0,0.22161,0.83544,0.96961,0.97347,0.99233,0.92987,0,0,0,0,0.32583,0,0,0.1885,0.77893,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106
131,8108.16,0.3662,0,0,0.22179,0.83464,0.96942,0.97425,0.99232,0.93091,0,0,0,0,0.32552,0,0,0.18838,0.77895,0.00158385,0.00052795,0.00158385,0.00052795,0.00158385,0.00052795,0.00158385,0.00052795
132,8163.38,0.36556,0,1e-05,0.22055,0.83387,0.96897,0.97425,0.99233,0.93019,0,0,0,0,0.32544,0,0,0.18829,0.77894,0.00146033,0.000486777,0.00146033,0.000486777,0.00146033,0.000486777,0.00146033,0.000486777
133,8225.62,0.36309,0,0,0.22042,0.83493,0.96952,0.97355,0.99232,0.93013,0,0,0,0,0.32543,0,0,0.18823,0.77893,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606
134,8286.18,0.36615,0,0,0.22263,0.8342,0.96879,0.97425,0.99234,0.93084,0,0,0,0,0.32544,0,0,0.18828,0.77893,0.00123136,0.000410454,0.00123136,0.000410454,0.00123136,0.000410454,0.00123136,0.000410454
135,8349.98,0.36387,0,0,0.21971,0.83334,0.96849,0.97478,0.99233,0.93003,0,0,0,0,0.32534,0,0,0.1883,0.77896,0.00112601,0.000375337,0.00112601,0.000375337,0.00112601,0.000375337,0.00112601,0.000375337
136,8412.33,0.3619,0,0,0.21906,0.83242,0.9683,0.97478,0.99234,0.93086,0,0,0,0,0.32532,0,0,0.18797,0.77898,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227
137,8477.42,0.36159,0,0,0.21889,0.83306,0.97108,0.97112,0.99234,0.93024,0,0,0,0,0.32532,0,0,0.18816,0.77895,0.000933805,0.000311268,0.000933805,0.000311268,0.000933805,0.000311268,0.000933805,0.000311268
138,8538.09,0.35837,0,0,0.21612,0.83268,0.97139,0.97073,0.99233,0.93035,0,0,0,0,0.32529,0,0,0.18808,0.77896,0.000847036,0.000282345,0.000847036,0.000282345,0.000847036,0.000282345,0.000847036,0.000282345
139,8602.29,0.36298,0,0,0.21838,0.83462,0.97125,0.97083,0.99233,0.93011,0,0,0,0,0.32506,0,0,0.18801,0.77896,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513
140,8663.65,0.35758,0,0,0.21653,0.8322,0.97097,0.97108,0.99234,0.9304,0,0,0,0,0.32499,0,0,0.188,0.77895,0.000692353,0.000230784,0.000692353,0.000230784,0.000692353,0.000230784,0.000692353,0.000230784
141,8748.09,0.30021,0,0,0.17767,0.78915,0.96849,0.97496,0.99235,0.93031,0,0,0,0,0.32501,0,0,0.18798,0.77896,0.000624508,0.000208169,0.000624508,0.000208169,0.000624508,0.000208169,0.000624508,0.000208169
142,8809.4,0.29792,0,0,0.17607,0.79091,0.96861,0.97496,0.99234,0.93009,0,0,0,0,0.32504,0,0,0.18791,0.77899,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678
143,8873.41,0.29729,0,0,0.1761,0.78902,0.96865,0.97496,0.99235,0.93036,0,0,0,0,0.32498,0,0,0.18758,0.77901,0.000507959,0.00016932,0.000507959,0.00016932,0.000507959,0.00016932,0.000507959,0.00016932
144,8935.55,0.29366,0,0,0.17378,0.78665,0.96882,0.97496,0.99235,0.93032,0,0,0,0,0.32492,0,0,0.18766,0.779,0.000459306,0.000153102,0.000459306,0.000153102,0.000459306,0.000153102,0.000459306,0.000153102
145,8998.52,0.29565,0,0,0.17426,0.79035,0.96881,0.97496,0.99234,0.92999,0,0,0,0,0.32482,0,0,0.18762,0.77899,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032
146,9063.2,0.29376,0,0,0.17358,0.78863,0.96882,0.97518,0.99236,0.9296,0,0,0,0,0.32474,0,0,0.18749,0.77897,0.00038135,0.000127117,0.00038135,0.000127117,0.00038135,0.000127117,0.00038135,0.000127117
147,9126.12,0.29319,0,0,0.17262,0.78964,0.9688,0.97514,0.99236,0.93048,0,0,0,0,0.32467,0,0,0.18757,0.77896,0.000352081,0.00011736,0.000352081,0.00011736,0.000352081,0.00011736,0.000352081,0.00011736
148,9188.72,0.29204,0,0,0.17208,0.78788,0.96897,0.97514,0.99236,0.92959,0,0,0,0,0.32455,0,0,0.18749,0.77896,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768
149,9250.58,0.2919,0,0,0.17214,0.78845,0.96864,0.97488,0.99234,0.93052,0,0,0,0,0.32456,0,0,0.18747,0.77895,0.000313026,0.000104342,0.000313026,0.000104342,0.000313026,0.000104342,0.000313026,0.000104342
150,9311.3,0.29099,0,0,0.17174,0.78793,0.96902,0.97478,0.99235,0.92979,0,0,0,0,0.32459,0,0,0.18739,0.77898,0.000303257,0.000101086,0.000303257,0.000101086,0.000303257,0.000101086,0.000303257,0.000101086
