epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
113,6062.64,0.53546,0.02353,0.05046,0.35645,0.90161,0.96109,0.93664,0.98197,0.9018,0.00726,0.00805,0.00118,0.00113,0.45146,0.0146,0.00624,0.31247,0.83997,0.00158667,0.00158667,0.00158667
114,6116.65,0.52857,0.02429,0.05403,0.35217,0.89919,0.9615,0.93643,0.98197,0.90205,0.00731,0.00784,0.00118,0.00113,0.45125,0.01463,0.0062,0.31251,0.83995,0.00151336,0.00151336,0.00151336
115,6170.37,0.52637,0.0247,0.04639,0.35327,0.90024,0.96182,0.93623,0.98199,0.90213,0.00733,0.00784,0.00118,0.00113,0.45081,0.01463,0.00616,0.31228,0.83983,0.00144161,0.00144161,0.00144161
116,6224.41,0.52531,0.02571,0.06839,0.35043,0.89876,0.96173,0.93623,0.98204,0.90226,0.00736,0.00784,0.00118,0.00113,0.45043,0.01469,0.00616,0.31217,0.83967,0.00137143,0.00137143,0.00137143
117,6278.69,0.52487,0.0241,0.04611,0.35024,0.89901,0.96151,0.93644,0.98203,0.90216,0.00738,0.00784,0.00118,0.00113,0.45001,0.01467,0.00624,0.31214,0.83968,0.00130287,0.00130287,0.00130287
118,6334.81,0.52545,0.02352,0.05629,0.35088,0.89894,0.96152,0.93623,0.98213,0.90197,0.00739,0.00784,0.00118,0.00114,0.44966,0.01468,0.00628,0.31211,0.83955,0.00123596,0.00123596,0.00123596
119,6390.71,0.52255,0.02351,0.05595,0.34853,0.8975,0.96133,0.93686,0.98187,0.90212,0.00742,0.00784,0.00118,0.00114,0.4495,0.01456,0.00626,0.31189,0.83947,0.00117072,0.00117072,0.00117072
120,6447.16,0.51767,0.02175,0.05677,0.34518,0.8969,0.96144,0.9375,0.98189,0.90224,0.00743,0.00784,0.00119,0.00114,0.44923,0.01461,0.00627,0.31196,0.83945,0.00110718,0.00110718,0.00110718
121,6503.31,0.52081,0.02289,0.05171,0.34736,0.89756,0.96154,0.9375,0.98189,0.90211,0.00743,0.00784,0.00119,0.00114,0.44892,0.01461,0.00628,0.31184,0.83928,0.00104537,0.00104537,0.00104537
122,6561.97,0.52067,0.02359,0.05295,0.34445,0.89668,0.96156,0.93792,0.9823,0.9023,0.00744,0.00784,0.00119,0.00115,0.44867,0.01459,0.00628,0.31146,0.83922,0.000985311,0.000985311,0.000985311
123,6620.04,0.51771,0.02318,0.04258,0.34743,0.8969,0.96165,0.93771,0.98231,0.90243,0.00745,0.00784,0.00119,0.00115,0.44842,0.0146,0.00628,0.31162,0.83915,0.00092704,0.00092704,0.00092704
124,6678,0.51721,0.02265,0.04354,0.34397,0.89561,0.96134,0.93787,0.98235,0.90244,0.00745,0.00784,0.0012,0.00115,0.4482,0.01455,0.00624,0.31159,0.83906,0.000870577,0.000870577,0.000870577
125,6737.29,0.51475,0.02431,0.04553,0.34139,0.89729,0.96144,0.93771,0.98236,0.90262,0.00746,0.00784,0.0012,0.00116,0.44803,0.01456,0.00623,0.31158,0.83895,0.000815947,0.000815947,0.000815947
126,6794.6,0.51539,0.02133,0.04019,0.34297,0.89745,0.96186,0.93771,0.98235,0.90264,0.00746,0.00784,0.0012,0.00116,0.44802,0.01452,0.00621,0.31133,0.83891,0.000763174,0.000763174,0.000763174
127,6851.39,0.51676,0.02186,0.04678,0.3437,0.89799,0.96087,0.93835,0.98242,0.90257,0.00749,0.00784,0.00121,0.00116,0.4478,0.0145,0.00616,0.31111,0.83891,0.000712282,0.000712282,0.000712282
128,6910.92,0.51132,0.02157,0.03946,0.33773,0.89265,0.96134,0.93773,0.9824,0.90258,0.00749,0.00784,0.00121,0.00117,0.44753,0.01495,0.006,0.31114,0.83884,0.000663292,0.000663292,0.000663292
129,6971.51,0.51127,0.02015,0.04701,0.33975,0.89398,0.96114,0.93794,0.98246,0.90266,0.00752,0.00784,0.00121,0.00117,0.44731,0.01444,0.00607,0.31093,0.83884,0.000616227,0.000616227,0.000616227
130,7029.9,0.51101,0.02088,0.04142,0.34014,0.89467,0.96138,0.9388,0.98249,0.90266,0.00752,0.00784,0.00121,0.00117,0.44711,0.0144,0.00605,0.31068,0.83874,0.000571106,0.000571106,0.000571106
131,7087.79,0.50967,0.02084,0.04632,0.33852,0.8946,0.96073,0.93898,0.98251,0.90283,0.00729,0.00805,0.00122,0.00118,0.44689,0.01488,0.00598,0.31058,0.83862,0.00052795,0.00052795,0.00052795
132,7147.84,0.50653,0.0217,0.0441,0.33719,0.89416,0.96118,0.93941,0.98257,0.90299,0.00754,0.00784,0.00122,0.00118,0.44652,0.01491,0.006,0.31043,0.83856,0.000486777,0.000486777,0.000486777
133,7207.38,0.50894,0.02211,0.04397,0.33832,0.89566,0.96138,0.93962,0.98259,0.90309,0.00755,0.00784,0.00122,0.00118,0.44642,0.01429,0.00612,0.31045,0.83843,0.000447606,0.000447606,0.000447606
134,7262.59,0.51104,0.02155,0.05015,0.33849,0.89381,0.96096,0.93962,0.98274,0.90353,0.00725,0.00805,0.00122,0.00118,0.44619,0.01436,0.00614,0.31029,0.8384,0.000410454,0.000410454,0.000410454
135,7319.04,0.50303,0.02023,0.04181,0.33272,0.89064,0.96095,0.93919,0.98274,0.90317,0.00725,0.00805,0.00122,0.00119,0.44592,0.01441,0.00619,0.31024,0.83826,0.000375337,0.000375337,0.000375337
136,7375.84,0.49942,0.0199,0.03272,0.33143,0.89031,0.96097,0.93919,0.98274,0.90335,0.00756,0.00784,0.00122,0.00119,0.44574,0.01435,0.00618,0.31017,0.83819,0.00034227,0.00034227,0.00034227
137,7432.48,0.50644,0.02025,0.03415,0.33759,0.8936,0.96118,0.93919,0.98261,0.90297,0.00757,0.00784,0.00122,0.00119,0.44568,0.01435,0.00617,0.30998,0.83824,0.000311268,0.000311268,0.000311268
138,7493.24,0.50182,0.01983,0.04389,0.33347,0.89162,0.96138,0.93878,0.98261,0.90309,0.00759,0.00784,0.00122,0.00119,0.44553,0.0146,0.00622,0.30994,0.83817,0.000282345,0.000282345,0.000282345
139,7553.9,0.50345,0.02076,0.03624,0.33449,0.89396,0.96177,0.93856,0.9826,0.90314,0.00761,0.00784,0.00123,0.00119,0.44533,0.01456,0.0062,0.30974,0.83813,0.000255513,0.000255513,0.000255513
140,7604.98,0.49981,0.02041,0.03725,0.33259,0.89065,0.96234,0.93835,0.98259,0.90324,0.00762,0.00784,0.00123,0.00119,0.44527,0.0147,0.0062,0.30979,0.83799,0.000230784,0.000230784,0.000230784
141,7673.79,0.42812,0.00995,0.04746,0.27231,0.83964,0.9622,0.93846,0.98214,0.90361,0.00762,0.00784,0.00123,0.00119,0.44502,0.0147,0.00615,0.30982,0.83784,0.000208169,0.000208169,0.000208169
142,7727.78,0.42057,0.00939,0.04445,0.26569,0.83603,0.96155,0.93771,0.9821,0.90318,0.00761,0.00784,0.00123,0.00119,0.44491,0.01464,0.00608,0.30965,0.83774,0.000187678,0.000187678,0.000187678
143,7784.67,0.41595,0.00913,0.04578,0.26297,0.83502,0.96158,0.93857,0.98211,0.90315,0.0076,0.00784,0.00123,0.00119,0.44433,0.01481,0.00605,0.3094,0.83735,0.00016932,0.00016932,0.00016932
144,7839.74,0.41317,0.00896,0.03826,0.26011,0.83316,0.96193,0.93674,0.98209,0.90391,0.00758,0.00784,0.00122,0.00119,0.444,0.01484,0.00601,0.30918,0.8373,0.000153102,0.000153102,0.000153102
145,7899.34,0.41644,0.0093,0.04081,0.26134,0.83657,0.96197,0.93771,0.98227,0.90383,0.00755,0.00784,0.00122,0.00119,0.44359,0.01491,0.00595,0.30925,0.83718,0.000139032,0.000139032,0.000139032
146,7955.62,0.41544,0.00899,0.04738,0.25975,0.8347,0.96219,0.93806,0.9823,0.90387,0.00753,0.00784,0.00122,0.00119,0.4434,0.0161,0.0059,0.30911,0.8371,0.000127117,0.000127117,0.000127117
147,8013.06,0.41116,0.0093,0.04727,0.25804,0.83475,0.96238,0.9377,0.98242,0.90375,0.00751,0.00784,0.00122,0.00119,0.44296,0.0162,0.00582,0.30902,0.83704,0.00011736,0.00011736,0.00011736
148,8068.11,0.41166,0.0089,0.04303,0.25825,0.83479,0.9622,0.93792,0.98215,0.90432,0.00749,0.00784,0.00122,0.00119,0.44263,0.01624,0.00577,0.30875,0.83692,0.000109768,0.000109768,0.000109768
149,8122.16,0.40739,0.00929,0.04494,0.2569,0.83202,0.96197,0.93791,0.9822,0.90352,0.00747,0.00784,0.00122,0.00119,0.44218,0.01631,0.00573,0.30838,0.83689,0.000104342,0.000104342,0.000104342
150,8181.03,0.40909,0.00949,0.0403,0.25822,0.8347,0.96238,0.93768,0.98223,0.9039,0.00747,0.00784,0.00122,0.00119,0.44189,0.01631,0.00571,0.30813,0.83676,0.000101086,0.000101086,0.000101086
